TEMPLATE OIL/GAS/MINING/LAND -   RESOURCECONTRACTS.ORG and OPENLANDCONTRACTS.ORG,,,,,,,
Date d'octroi du permis d'exploitation ou concession,Date of issue of title/permit,,,,,Date d'octroi du permis d'exploitation ou concession//Date of issue of title/permit,
Année d'octroi du permis d'exploitation ou concession,Year of issue of title/permit,,,,,Année d'octroi du permis d'exploitation ou concession//Year of issue of title/permit,
Date de ratification,Date of ratification,,,,,Date de ratification//Date of ratification,
Investissement estimé,Estimated investment,,,,,Investissement estimé//Estimated investment,
Production attendue,Expected production,,,,,Production attendue//Expected production,
II. Résumé des dispositions du contrat,II. Summary of terms,,,,,II. Résumé des dispositions du contrat//II. Summary of terms,
1. Dispositions du base,1. Fundamental provisions,,,,,1. Dispositions du base//1. Fundamental provisions,
Nom de la société signataire du contrat et composition des actionnaires mentionnés dans le document,Name of company executing the document and composition of the shareholders,Bassa Logging Timber Corporation,"Cover page, cover page 2","1 (bottom), 2 (top) ",,Nom de la société signataire du contrat et composition des actionnaires mentionnés dans le document//Name of company executing the document and composition of the shareholders,"Bassa Logging Timber Corporation--Cover page, cover page 2"
Numéro d'entreprise légal,Legal Enterprise Identifier,,,,,Numéro d'entreprise légal//Legal Enterprise Identifier,
"Signataire(s), société ","Signatories, company","President/CEO, Bassa Logging Timber Corporation",Signature page,40 (middle),,"Signataire(s), société //Signatories, company","President/CEO, Bassa Logging Timber Corporation--Signature page"
"Agence de l'Etat, société nationale, ministère signataire du contrat","State agency, national company, ministry executing the document",Forestry Development Authority,"Cover page, cover page 2","1 (top), 2 (top)",,"Agence de l'Etat, société nationale, ministère signataire du contrat//State agency, national company, ministry executing the document","Forestry Development Authority--Cover page, cover page 2"
"Signataire(s), Etat","Signatories, State","Managing Director, Forestry Development Authority ; In-House Lawyer, Forestry Development Authority",Signature page,40 (top),,"Signataire(s), Etat//Signatories, State","Managing Director, Forestry Development Authority ; In-House Lawyer, Forestry Development Authority--Signature page"
Nom et/ou composition de la société du projet crée ou envisagée,Name and/or composition of the company created or anticipated,,,,,Nom et/ou composition de la société du projet crée ou envisagée//Name and/or composition of the company created or anticipated,
Nom de la partie tiers (si applicable),Name of third party to contract (where applicable),,,,,Nom de la partie tiers (si applicable)//Name of third party to contract (where applicable),
Date de signature du contrat,Date of contract signature,21/07/2010,"Cover page, cover page 2","1 (bottom), 2 (middle)",,Date de signature du contrat//Date of contract signature,"40380--Cover page, cover page 2"
Année de signature du contrat,Year of contract signature,2010,"Cover page, cover page 2","1 (bottom), 2 (middle)",,Année de signature du contrat//Year of contract signature,"2010--Cover page, cover page 2"
Durée,Term,3 years,"Cover page 2, Art. 8.11(c) ","2 (middle), 30 (middle)",,Durée//Term,"3 years--Cover page 2, Art. 8.11(c) "
Conditions de renouvellement,Conditions for renewal ,,,,,Conditions de renouvellement//Conditions for renewal ,
"Ressource(s) concernées (type de minéral, pétrole, gas, bois) ou les récoltes/denrées","Type of resources (mineral type, crude oil, gas, timber, etc.) OR specific crops planned (ex:  food crops, oil palm, etc.)",Timber (Wood),"Preamble, Art. B2.1","6 (middle), 13 (top)",,"Ressource(s) concernées (type de minéral, pétrole, gas, bois) ou les récoltes/denrées//Type of resources (mineral type, crude oil, gas, timber, etc.) OR specific crops planned (ex:  food crops, oil palm, etc.)",#REF!
Superficie de la concession,Size of the concession area,"5,000 hectares",Art. A1,7 (top),,Superficie de la concession//Size of the concession area,"5,000 hectares--Art. A1"
"2. Obligations à l'égard des communautés, la protection sociale et l’économie locale/régionale",2. Community and social obligations,,,,,"2. Obligations à l'égard des communautés, la protection sociale et l’économie locale/régionale//2. Community and social obligations",
Convention de développement local,Local development agreement,"Before the first annual operating season, Bassa Logging Timber Corporation shall execute the Social Agreements required under Regulation 105-07",Art. B3.12,14 (bottom),,Convention de développement local//Local development agreement,"Before the first annual operating season, Bassa Logging Timber Corporation shall execute the Social Agreements required under Regulation 105-07--Art. B3.12"
"Protection des lieux sacrés, des ressources et du milieu de vie","Protection of sacred locations, resources and environment",Bassa Logging Timber Corporation shall identify areas requiring special measures for the protection of cultural resources in the annual operational plan. It shall describe these special measures and protect those areas from damage or removal during its operations.,Art. B6.34,27 (top),,"Protection des lieux sacrés, des ressources et du milieu de vie//Protection of sacred locations, resources and environment",Bassa Logging Timber Corporation shall identify areas requiring special measures for the protection of cultural resources in the annual operational plan. It shall describe these special measures and protect those areas from damage or removal during its operations.--Art. B6.34
Consultations communautaires requises,Requirements for community consultation ,"Bassa Logging Timber Corporation shall not use public land outside the contract area unless it has express, written permission from the Forestry Development Authority. Before requesting permission, Bassa Logging Timber Corporation shall consult with all potentially affected communities that are party to social agreements with it. Bassa Logging Timber Corporation shall make a written record of the time, place, and general content of those consultations. ",Arts. B4.12(a) and (b),17 (middle),,Consultations communautaires requises//Requirements for community consultation ,"Bassa Logging Timber Corporation shall not use public land outside the contract area unless it has express, written permission from the Forestry Development Authority. Before requesting permission, Bassa Logging Timber Corporation shall consult with all potentially affected communities that are party to social agreements with it. Bassa Logging Timber Corporation shall make a written record of the time, place, and general content of those consultations. --Arts. B4.12(a) and (b)"
Obligations liées a la formation des cadres locaux,Management training requirement for nationals,,,,,Obligations liées a la formation des cadres locaux//Management training requirement for nationals,
Obligations liées à l'emploi du personnel local,Local employment requirements,"Bassa Logging Timber Corporation shall give preference to competent and qualified individuals living in and near the contract area, particularly to individuals from communities benefiting from the social agreements. Bassa Logging Timber Corporation shall not import unskilled labor from outside Liberia. ",Art. B3.23,15 (bottom),,Obligations liées à l'emploi du personnel local//Local employment requirements,"Bassa Logging Timber Corporation shall give preference to competent and qualified individuals living in and near the contract area, particularly to individuals from communities benefiting from the social agreements. Bassa Logging Timber Corporation shall not import unskilled labor from outside Liberia. --Art. B3.23"
Obligations liées a l'approvisionnement en biens et services locaux,Local procurement requirements,,,,,Obligations liées a l'approvisionnement en biens et services locaux//Local procurement requirements,
Assurance,Insurance,,,,,Assurance//Insurance,
Réinstallation des habitants,Resettlement,,,,,Réinstallation des habitants//Resettlement,
"Programme de sous-traitance  avec les petits planteurs (détails, des terres supplémentaires fournis, etc)","Outgrowers Program (details, additional land provided, etc)",,,,,"Programme de sous-traitance  avec les petits planteurs (détails, des terres supplémentaires fournis, etc)//Outgrowers Program (details, additional land provided, etc)",
"Obligations concernant les travailleurs ou les habitants dans ou près des concessions en ce qui concerne la santé et la sécurité au travail, l'accès à l'eau potable, le logement, les soins médicaux ou l'éducation","Requirements regarding workers or farm/concession dwellers within concession areas or in nearby communities in respect of occupational health and safety, access to clean water, housing, medical care, or education","Bassa Logging Timber Corporation shall follow internationally recognized, modern safety precautions in all activities and shall comply with written safety instructions supplied by the Government. Bassa Logging Timber Corporation shall follow internationally recognized, modern measures for the protection of general health and safety of its employees and shall comply with written public health instructions given in writing by the Government.",Arts. B3.21 - B3.22,15 (middle),,"Obligations concernant les travailleurs ou les habitants dans ou près des concessions en ce qui concerne la santé et la sécurité au travail, l'accès à l'eau potable, le logement, les soins médicaux ou l'éducation//Requirements regarding workers or farm/concession dwellers within concession areas or in nearby communities in respect of occupational health and safety, access to clean water, housing, medical care, or education","Bassa Logging Timber Corporation shall follow internationally recognized, modern safety precautions in all activities and shall comply with written safety instructions supplied by the Government. Bassa Logging Timber Corporation shall follow internationally recognized, modern measures for the protection of general health and safety of its employees and shall comply with written public health instructions given in writing by the Government.--Arts. B3.21 - B3.22"
"La sécurité physique, la protection de la propriété, et / ou l'utilisation des gardes","Physical security, protection of property, and/or use of guards","Bassa Logging Timber Corporation shall use all reasonable means to prevent encroachment by unauthorized persons in to the contract area, but it shall not employ or in any way use armed security guards for any purpose",Art. B6.31,26 (bottom),,"La sécurité physique, la protection de la propriété, et / ou l'utilisation des gardes//Physical security, protection of property, and/or use of guards","Bassa Logging Timber Corporation shall use all reasonable means to prevent encroachment by unauthorized persons in to the contract area, but it shall not employ or in any way use armed security guards for any purpose--Art. B6.31"
Mécanismes de réclamation pour les parties non contractantes,Grievance mechanisms for non-contractual harms to non-contracting parties,,,,,Mécanismes de réclamation pour les parties non contractantes//Grievance mechanisms for non-contractual harms to non-contracting parties,
Droits d'accès/utilisation à la zone de concession pour les parties non contractantes qui utilisaient la terre au préalable (y compris l'agriculture indépendante autorisée dans la zone de concession),Rights of non-contracting parties to access/use concession area (including permitted independent farming in concession area) ,"The rights of private land owners and the public are governed by Chapters 11 and 12 of the National Forestry Reform Law of 2006, and Bassa Logging Timber Corporation agrees to respect those rights. In addition, the Government reserves the right to, among other things, access, or allow others to access, the contract area for the purpose of exploring for or exploiting minerals or other substances or any reasonable investigation, provided that Bassa Logging Timber Corporation's operations and activities shall not be unduly interfered with or its rights prejudiced. If its property is damaged as a result of such exploration, investigation or exploitation, the Government agrees to provide fair compensation for such damage. The Government also reserves the right to, among other things, take from the contract area timber and forest products (flora, fauna, and micro-organisms with social or economic value) that are required for public purposes, or allow others to access the contract area for traditional and customary community uses of timber and forest products, provided Bassa Logging Timber Corporation's operations and activities shall not be unduly interfered with or its rights prejudiced.",Art. B2.11,13 (middle),,Droits d'accès/utilisation à la zone de concession pour les parties non contractantes qui utilisaient la terre au préalable (y compris l'agriculture indépendante autorisée dans la zone de concession)//Rights of non-contracting parties to access/use concession area (including permitted independent farming in concession area) ,"The rights of private land owners and the public are governed by Chapters 11 and 12 of the National Forestry Reform Law of 2006, and Bassa Logging Timber Corporation agrees to respect those rights. In addition, the Government reserves the right to, among other things, access, or allow others to access, the contract area for the purpose of exploring for or exploiting minerals or other substances or any reasonable investigation, provided that Bassa Logging Timber Corporation's operations and activities shall not be unduly interfered with or its rights prejudiced. If its property is damaged as a result of such exploration, investigation or exploitation, the Government agrees to provide fair compensation for such damage. The Government also reserves the right to, among other things, take from the contract area timber and forest products (flora, fauna, and micro-organisms with social or economic value) that are required for public purposes, or allow others to access the contract area for traditional and customary community uses of timber and forest products, provided Bassa Logging Timber Corporation's operations and activities shall not be unduly interfered with or its rights prejudiced.--Art. B2.11"
3. Obligations financières du détenteur du titre,3. Developer's financial obligations,,,,,3. Obligations financières du détenteur du titre//3. Developer's financial obligations,
Taxe minière / redevance,Mining tax / royalty tax,,,,,Taxe minière / redevance//Mining tax / royalty tax,
Impôt sur les bénéfices: taux,Income tax: rate,Bassa Logging Timber Corporation shall be subject to income tax under the Revenue Code of Liberia,Art. B8.0,30 (top),,Impôt sur les bénéfices: taux//Income tax: rate,Bassa Logging Timber Corporation shall be subject to income tax under the Revenue Code of Liberia--Art. B8.0
Impôt sur les bénéfices: exonération,Income tax: exemptions,,,,,Impôt sur les bénéfices: exonération//Income tax: exemptions,
"Autre aspects de l'impôt sur les bénéfices: (l’amortissement, déductibilité des frais financiers, report des pertes, cloisonnement)","Other income tax features (amortization, deductibility of expenses, loss carry forward, ring-fencing)",,,,,"Autre aspects de l'impôt sur les bénéfices: (l’amortissement, déductibilité des frais financiers, report des pertes, cloisonnement)//Other income tax features (amortization, deductibility of expenses, loss carry forward, ring-fencing)",
"Partage de production - Eléments de ""Cost Oil"" (base de calcul, limites sur le recouvrement des coûts, e.g. comme % des revenues ou de la production, crédit d'investissement, etc.)","Production Share - ""Cost Oil"" features  (basis of calculation, limits on cost recovery - e.g. as % of revenue or production, capex uplift, etc.)",,,,,"Partage de production - Eléments de ""Cost Oil"" (base de calcul, limites sur le recouvrement des coûts, e.g. comme % des revenues ou de la production, crédit d'investissement, etc.)//Production Share - ""Cost Oil"" features  (basis of calculation, limits on cost recovery - e.g. as % of revenue or production, capex uplift, etc.)",
"Partage de production - Eléments de ""Profit Oil"" (critères pour la modification du partage, - TRI, facteur ""r"", niveau de production, etc.)","Production Share - ""Profit Oil"" features  (triggers for variations in split - IRR, ""r"" factor, production, etc.)",,,,,"Partage de production - Eléments de ""Profit Oil"" (critères pour la modification du partage, - TRI, facteur ""r"", niveau de production, etc.)//Production Share - ""Profit Oil"" features  (triggers for variations in split - IRR, ""r"" factor, production, etc.)",
Contrat de Service - Frais du détenteur du titre défrayés  (base de calcul),Service Agreement - Fee to developer / contractor (basis for calculation),,,,,Contrat de Service - Frais du détenteur du titre défrayés  (base de calcul)//Service Agreement - Fee to developer / contractor (basis for calculation),
Impôt sur les Revenus des Valeurs Mobilières (IRVM),Capital gains tax,,,,,Impôt sur les Revenus des Valeurs Mobilières (IRVM)//Capital gains tax,
Retenue à la source sur les intérêts et/ou dividendes,Withholding tax on payment of interest and/or dividends,,,,,Retenue à la source sur les intérêts et/ou dividendes//Withholding tax on payment of interest and/or dividends,
Retenue à la source sur les salaires des nationaux,Witholding tax on national salaries,,,,,Retenue à la source sur les salaires des nationaux//Witholding tax on national salaries,
Retenue à la source sur les salaires des expatriés,Witholding tax on expatriate salaries,,,,,Retenue à la source sur les salaires des expatriés//Witholding tax on expatriate salaries,
Retenue à la source sur les prestations de service par des entreprises non résidentes,Witholding tax on services of non-resident companies,,,,,Retenue à la source sur les prestations de service par des entreprises non résidentes//Witholding tax on services of non-resident companies,
Retenue à la source sur les loyers des immeubles,Witholding tax on rent,,,,,Retenue à la source sur les loyers des immeubles//Witholding tax on rent,
Déductibilité des frais financiers,Deductibility of expenses,,,,,Déductibilité des frais financiers//Deductibility of expenses,
Méthode d’évaluation de prix ,Method for evaluating price,,,,,Méthode d’évaluation de prix //Method for evaluating price,
Provision pour la reconstitution des gisements,Provisions for renewing reserves,,,,,Provision pour la reconstitution des gisements//Provisions for renewing reserves,
Crédit d'investissement,Investment credit,,,,,Crédit d'investissement//Investment credit,
Droits de douane en phase de recherche,Custom duties during exploration phase,,,,,Droits de douane en phase de recherche//Custom duties during exploration phase,
Droits de douane en phase de construction,Custom duties during construction phase,,,,,Droits de douane en phase de construction//Custom duties during construction phase,
Droits de douane en phase d'exploitation,Custum duties during operation phase,,,,,Droits de douane en phase d'exploitation//Custum duties during operation phase,
Droits de douane pour le matériel de traitement,Custom duties on processing equipment,,,,,Droits de douane pour le matériel de traitement//Custom duties on processing equipment,
Droits de douane pour le matériel de transformation,Custom duties on transformation equipment,,,,,Droits de douane pour le matériel de transformation//Custom duties on transformation equipment,
Droits de douane pour le matériel de transport,Custom duties on transportation equipment,,,,,Droits de douane pour le matériel de transport//Custom duties on transportation equipment,
TVA,VAT,,,,,TVA//VAT,
Droits fixes d'octroi et de renouvellement des permis,Fixed fee for grant and renewal of license  ,,,,,Droits fixes d'octroi et de renouvellement des permis//Fixed fee for grant and renewal of license  ,
Part patronale des cotisations de sécurité sociale,Social security contributions by employer,,,,,Part patronale des cotisations de sécurité sociale//Social security contributions by employer,
Redevances superficiaires,Surface fees,"The land rental bid is US$ 10.20 per hectare per year. The land rental bid payment is based on the bid provided in the bid opening ceremony multiplied by the surface area in hectares of the contract area. Bassa Logging Timber Corporation shall pay the land rental bid fee annually to the Government within 30 days after the date upon which the contract satisfies the requirements of Section 5.3(f) of the National Forestry Law of 2006 that the contract be both signed by the President and ratified by the legislature. Bassa Logging Timber Corporation shall pay log stumpage, annual contract administration, area, coupe inspection, and forest product fees to the Government under Regulation 107-07, on Certain Forest Fees.","Arts. A4, B8.11 - B8.14","8 (bottom), 30 (top)",,Redevances superficiaires//Surface fees,"The land rental bid is US$ 10.20 per hectare per year. The land rental bid payment is based on the bid provided in the bid opening ceremony multiplied by the surface area in hectares of the contract area. Bassa Logging Timber Corporation shall pay the land rental bid fee annually to the Government within 30 days after the date upon which the contract satisfies the requirements of Section 5.3(f) of the National Forestry Law of 2006 that the contract be both signed by the President and ratified by the legislature. Bassa Logging Timber Corporation shall pay log stumpage, annual contract administration, area, coupe inspection, and forest product fees to the Government under Regulation 107-07, on Certain Forest Fees.--Arts. A4, B8.11 - B8.14"
Obligations communautaires ou sous-nationales,Community and regional obligations,,,,,Obligations communautaires ou sous-nationales//Community and regional obligations,
Crédits de carbone,Carbon credits,,,,,Crédits de carbone//Carbon credits,
Primes,Bonuses,,,,,Primes//Bonuses,
Participation de l'Etat,State participation,,,,,Participation de l'Etat//State participation,
Exonérations non-précisées ailleurs,Other exemptions,,,,,Exonérations non-précisées ailleurs//Other exemptions,
Modes d'audit à l'égard des obligations financières du détenteur du titre,Audit mechanisms - financial obligations,,,,,Modes d'audit à l'égard des obligations financières du détenteur du titre//Audit mechanisms - financial obligations,
Restrictions sur les transactions avec les parties liées,Restrictions on transactions with affiliated parties,,,,,Restrictions sur les transactions avec les parties liées//Restrictions on transactions with affiliated parties,
Autre - [le nom de catégorie],Other - [Name of Category],,,,,Autre - [le nom de catégorie]//Other - [Name of Category],
4. Dispositions environnementales ,4. Environmental provisions,,,,,4. Dispositions environnementales //4. Environmental provisions,
"Etude d'impact social, environnemental ou des droits humains, et les plans de gestion des risques","Social, environmental and/or human rights impact assessments, as well as related management plans",The contract may be interrupted by the Forestry Development Authority to ensure consistency with the Environmental Impact Assessment and related documents,Art. B10.24,35 (bottom),,"Etude d'impact social, environnemental ou des droits humains, et les plans de gestion des risques//Social, environmental and/or human rights impact assessments, as well as related management plans",The contract may be interrupted by the Forestry Development Authority to ensure consistency with the Environmental Impact Assessment and related documents--Art. B10.24
Mode et fréquence de suivi des risques sociaux (y compris enfreinte aux droits de l'homme) ou environnementaux,"Social, environmental and/or human rights monitoring requirements",The contract may be interrupted by the Forestry Development Authority to prevent environmental degradation or resource damage and to conduct environmental analysis,Art. B10.24,35 (bottom),,"Mode et fréquence de suivi des risques sociaux (y compris enfreinte aux droits de l'homme) ou environnementaux//Social, environmental and/or human rights monitoring requirements",The contract may be interrupted by the Forestry Development Authority to prevent environmental degradation or resource damage and to conduct environmental analysis--Art. B10.24
"Droit de prendre ou d'utiliser l'eau dans la zone de concession (ou à coté) (y compris les tarifs, licences, et permis)","Right to take and/or use water within/near contract concession area (including fees, licenses, and permits required)",,,,,"Droit de prendre ou d'utiliser l'eau dans la zone de concession (ou à coté) (y compris les tarifs, licences, et permis)//Right to take and/or use water within/near contract concession area (including fees, licenses, and permits required)",
Les autres obligations pour la protection de l'environnement (y compris la prévention de la pollution et la protection des cours d'eau),Other requirements regarding protection of the environment (including prevention of pollution and watercourse protection),"Bassa Logging Timber Corporation's harvests must be consistent with sustainable management of forest resources. Bassa Logging Timber Corporation shall conduct its operations in a manner that promotes sustainable development of forest resources and environmental protection for the common good of the people of Liberia. It shall conduct all operations and activities using only environmentally sound forest harvesting practices that conform to the Forest Management Guidelines, the Liberia Code of Forest Harvesting Practices, and internationally accepted, scientific principles and practices applicable to forest operations and timber processing. Bassa Logging Timber Corporation shall conduct all operations and activities so as to avoid waste and loss of natural resources and to protect natural resources from damage. It shall conduct all operations and activities so as to prevent pollution and contamination of the environment. Bassa Logging Timber Corporation shall harvest trees in a manner that avoids unnecessary damage and waste, and unnecessary damage to young growth and other trees. It shall identify in the annual operational plan areas requiring special measures for the protection of plants and animals, and it shall protect these areas from damage or removal during operations. Bassa Logging Timber Corporation shall comply with the Liberia Code of Forest Harvesting Practices for the protection of wildlife in the contract area, as well as for watercourse protection and erosion prevention and control. It shall provide for the proper disposal of sawdust, mill, and other wastes to prevent pollution or contamination.","Arts. B2.1, B3.3, B6.3, B6.32, B6.34, B6.35, B6.36, B6.37, B6.38","13 (top), 16 (top), 26 (middle), 26 (bottom)",,Les autres obligations pour la protection de l'environnement (y compris la prévention de la pollution et la protection des cours d'eau)//Other requirements regarding protection of the environment (including prevention of pollution and watercourse protection),"Bassa Logging Timber Corporation's harvests must be consistent with sustainable management of forest resources. Bassa Logging Timber Corporation shall conduct its operations in a manner that promotes sustainable development of forest resources and environmental protection for the common good of the people of Liberia. It shall conduct all operations and activities using only environmentally sound forest harvesting practices that conform to the Forest Management Guidelines, the Liberia Code of Forest Harvesting Practices, and internationally accepted, scientific principles and practices applicable to forest operations and timber processing. Bassa Logging Timber Corporation shall conduct all operations and activities so as to avoid waste and loss of natural resources and to protect natural resources from damage. It shall conduct all operations and activities so as to prevent pollution and contamination of the environment. Bassa Logging Timber Corporation shall harvest trees in a manner that avoids unnecessary damage and waste, and unnecessary damage to young growth and other trees. It shall identify in the annual operational plan areas requiring special measures for the protection of plants and animals, and it shall protect these areas from damage or removal during operations. Bassa Logging Timber Corporation shall comply with the Liberia Code of Forest Harvesting Practices for the protection of wildlife in the contract area, as well as for watercourse protection and erosion prevention and control. It shall provide for the proper disposal of sawdust, mill, and other wastes to prevent pollution or contamination.--Arts. B2.1, B3.3, B6.3, B6.32, B6.34, B6.35, B6.36, B6.37, B6.38"
Autre - [Responsabilité environnementale],Other - [Environmental liability],,,,,Autre - [Responsabilité environnementale]//Other - [Environmental liability],
5. Dispositions relatives aux opérations et à l’infrastructure,5. Operational provisions,,,,,5. Dispositions relatives aux opérations et à l’infrastructure//5. Operational provisions,
L'étude de faisabilité et le plan d'affaires,Feasibility studies and requirement of business plan,Bassa Logging Timber Corporation must include an up-to-date business plan demonstrating it has the technical and financial capacity to manage the contract area sustainably. The business plan must conform to the Guidelines for Forest Management Planning.,Art. B3.13,14 (bottom),,L'étude de faisabilité et le plan d'affaires//Feasibility studies and requirement of business plan,Bassa Logging Timber Corporation must include an up-to-date business plan demonstrating it has the technical and financial capacity to manage the contract area sustainably. The business plan must conform to the Guidelines for Forest Management Planning.--Art. B3.13
"Obligations de travaux, d'investissements",Work and investment commitments,,,,,"Obligations de travaux, d'investissements//Work and investment commitments",
Rétrocession,Transfer of risk,,,,,Rétrocession//Transfer of risk,
Construction et entretien d'infrastructure,Construction and maintenance of infrastructure,Bassa Logging Timber Corporation shall carry out road construction and maintenance activities in compliance with the Liberia Code of Forest Harvesting Practices,Art. B6.5,29 (middle),,Construction et entretien d'infrastructure//Construction and maintenance of infrastructure,Bassa Logging Timber Corporation shall carry out road construction and maintenance activities in compliance with the Liberia Code of Forest Harvesting Practices--Art. B6.5
Commercialisation et accès gouvernemental à la production ,Marketing of output and state access to output,,,,,Commercialisation et accès gouvernemental à la production //Marketing of output and state access to output,
Utilisation d’infrastructure par les tiers,Third party use of infrastructure,,,,,Utilisation d’infrastructure par les tiers//Third party use of infrastructure,
Financement d’infrastructure,Financing of infrastructure,,,,,Financement d’infrastructure//Financing of infrastructure,
Propriété d’infrastructure,Ownership of infrastructure,,,,,Propriété d’infrastructure//Ownership of infrastructure,
Modes d'audit à l'égard des dispositions opérationnelles,Audit mechanisms - operational obligations,,,,,Modes d'audit à l'égard des dispositions opérationnelles//Audit mechanisms - operational obligations,
Activité de beneficiation/ valeur ajoutée,Value addition/downstream activities,,,,,Activité de beneficiation/ valeur ajoutée//Value addition/downstream activities,
