TEMPLATE OIL/GAS/MINING/LAND -  RESOURCECONTRACTS.ORG and OPENLANDCONTRACTS.ORG,,,,,,,
Obligations liées a la formation des cadres locaux,Management training requirement for nationals,B & V Timber Company shall comply with all training and employment obligations required by law or regulation,Art. B3.33,14 (bottom),,Obligations liées a la formation des cadres locaux//Management training requirement for nationals,B & V Timber Company shall comply with all training and employment obligations required by law or regulation--Art. B3.33
Obligations liées à l'emploi du personnel local,Local employment requirements,"B & V Timber Company shall give preference to competent and qualified ECOWAS (Economic Community of West African States) citizens in the selection of employees to conduct its operations under the contract, and shall not import unskilled labor from outside the ECOWAS nations ",Art. B3.33,14 (bottom),,Obligations liées à l'emploi du personnel local//Local employment requirements,"B & V Timber Company shall give preference to competent and qualified ECOWAS (Economic Community of West African States) citizens in the selection of employees to conduct its operations under the contract, and shall not import unskilled labor from outside the ECOWAS nations --Art. B3.33"
Obligations liées a l'approvisionnement en biens et services locaux,Local procurement requirements,,,,,Obligations liées a l'approvisionnement en biens et services locaux//Local procurement requirements,
Assurance,Insurance,,,,,Assurance//Insurance,
Réinstallation des habitants,Resettlement,,,,,Réinstallation des habitants//Resettlement,
"Programme de sous-traitance avec les petits planteurs (détails, des terres supplémentaires fournis, etc)","Outgrowers Program (details, additional land provided, etc)",,,,,"Programme de sous-traitance avec les petits planteurs (détails, des terres supplémentaires fournis, etc)//Outgrowers Program (details, additional land provided, etc)",
"Obligations concernant les travailleurs ou les habitants dans ou près des concessions en ce qui concerne la santé et la sécurité au travail, l'accès à l'eau potable, le logement, les soins médicaux ou l'éducation","Requirements regarding workers or farm/concession dwellers within concession areas or in nearby communities in respect of occupational health and safety, access to clean water, housing, medical care, or education","B & V Timber Company shall follow internationally recognized, modern safety precautions in all activities and shall comply with written safety instructions supplied by the Government. B & V Timber Company shall follow internationally recognized, modern measures for the protection of general health and safety of its employees and other persons with legal access to the contract area, and shall comply with written public health instructions issued by the Government.","Arts. B3.31, B3.32",14 (middle),,"Obligations concernant les travailleurs ou les habitants dans ou près des concessions en ce qui concerne la santé et la sécurité au travail, l'accès à l'eau potable, le logement, les soins médicaux ou l'éducation//Requirements regarding workers or farm/concession dwellers within concession areas or in nearby communities in respect of occupational health and safety, access to clean water, housing, medical care, or education","B & V Timber Company shall follow internationally recognized, modern safety precautions in all activities and shall comply with written safety instructions supplied by the Government. B & V Timber Company shall follow internationally recognized, modern measures for the protection of general health and safety of its employees and other persons with legal access to the contract area, and shall comply with written public health instructions issued by the Government.--Arts. B3.31, B3.32"
"La sécurité physique, la protection de la propriété, et / ou l'utilisation des gardes","Physical security, protection of property, and/or use of guards","B & V Timber Company shall use all reasonable means to prevent encroachment by unauthorized persons into the contract area. However, B & V Timber Company shall not employ or in any way use armed security guards for any purpose.",Art. B6.31,26 (top),,"La sécurité physique, la protection de la propriété, et / ou l'utilisation des gardes//Physical security, protection of property, and/or use of guards","B & V Timber Company shall use all reasonable means to prevent encroachment by unauthorized persons into the contract area. However, B & V Timber Company shall not employ or in any way use armed security guards for any purpose.--Art. B6.31"
Mécanismes de réclamation pour les parties non contractantes,Grievance mechanisms for non-contractual harms to non-contracting parties,,,,,Mécanismes de réclamation pour les parties non contractantes//Grievance mechanisms for non-contractual harms to non-contracting parties,
Droits d'accès/utilisation à la zone de concession pour les parties non contractantes qui utilisaient la terre au préalable (y compris l'agriculture indépendante autorisée dans la zone de concession),Rights of non-contracting parties to access/use concession area (including permitted independent farming in concession area) ,"Rights for private land owners and the public are reserved by Chapters 11 and 12 of the National Forestry Reform Law of 2006, and B & V Timber Company agrees to respect those rights. In addition, the Government reserves the right to, among other things, access or allow others to access the contract area for the purpose of exploring for or exploiting minerals or other substances or any reasonable investigation, provided B & V Timber Company's operations and activities shall not be unduly interfered with or its rights prejudiced. If its property is damaged as a result of such exploration, investigation or exploitation, the Government agrees to provide fair compensation for such damage. The Government also reserves the right to, among other things, take from the contract area timber and forest products (flora, fauna, and micro-organisms with social or economic benefits) that are required for public purposes, or allow others to access the contract area for traditional and customary community uses of timber and forest products, provided B & V Timber Company's operations and activities shall not be unduly interfered with or its rights prejudiced. B & V Timber Company shall allow the Government and public to have access over the contract area, provided that the access does not amount to encroachment and does not interfere with its operations.","Arts. B2.11,  B4.23(b)","12 (middle), 17 (bottom)",,Droits d'accès/utilisation à la zone de concession pour les parties non contractantes qui utilisaient la terre au préalable (y compris l'agriculture indépendante autorisée dans la zone de concession)//Rights of non-contracting parties to access/use concession area (including permitted independent farming in concession area) ,"Rights for private land owners and the public are reserved by Chapters 11 and 12 of the National Forestry Reform Law of 2006, and B & V Timber Company agrees to respect those rights. In addition, the Government reserves the right to, among other things, access or allow others to access the contract area for the purpose of exploring for or exploiting minerals or other substances or any reasonable investigation, provided B & V Timber Company's operations and activities shall not be unduly interfered with or its rights prejudiced. If its property is damaged as a result of such exploration, investigation or exploitation, the Government agrees to provide fair compensation for such damage. The Government also reserves the right to, among other things, take from the contract area timber and forest products (flora, fauna, and micro-organisms with social or economic benefits) that are required for public purposes, or allow others to access the contract area for traditional and customary community uses of timber and forest products, provided B & V Timber Company's operations and activities shall not be unduly interfered with or its rights prejudiced. B & V Timber Company shall allow the Government and public to have access over the contract area, provided that the access does not amount to encroachment and does not interfere with its operations.--Arts. B2.11,  B4.23(b)"
3. Obligations financières du détenteur du titre,3. Developer's financial obligations,,,,,3. Obligations financières du détenteur du titre//3. Developer's financial obligations,
Taxe minière / redevance,Mining tax / royalty tax,"B & V Timber Company shall pay log stumpage fees to the Government in the amounts and at the times established by Part II of Forestry Development Authority Regulation 107-07, and shall pay log stumpage fees before exporting or processing the logs. In addition, log stumpage fees shall be paid for timber cut through mistake, timber damaged without negligence, timber unnecessarily damaged or negligently or willfully cut (in addition to other penalties), and merchantable logs damaged by careless felling or extraction (in addition to log export fee and any penalties).","Arts. B7.12, B7.21- B7.24   ",29 (top),,Taxe minière / redevance//Mining tax / royalty tax,"B & V Timber Company shall pay log stumpage fees to the Government in the amounts and at the times established by Part II of Forestry Development Authority Regulation 107-07, and shall pay log stumpage fees before exporting or processing the logs. In addition, log stumpage fees shall be paid for timber cut through mistake, timber damaged without negligence, timber unnecessarily damaged or negligently or willfully cut (in addition to other penalties), and merchantable logs damaged by careless felling or extraction (in addition to log export fee and any penalties).--Arts. B7.12, B7.21- B7.24   "
Impôt sur les bénéfices: taux,Income tax: rate,,,,,Impôt sur les bénéfices: taux//Income tax: rate,
Impôt sur les bénéfices: exonération,Income tax: exemptions,,,,,Impôt sur les bénéfices: exonération//Income tax: exemptions,
"Autre aspects de l'impôt sur les bénéfices: (l’amortissement, déductibilité des frais financiers, report des pertes, cloisonnement)","Other income tax features (amortization, deductibility of expenses, loss carry forward, ring-fencing)",,,,,"Autre aspects de l'impôt sur les bénéfices: (l’amortissement, déductibilité des frais financiers, report des pertes, cloisonnement)//Other income tax features (amortization, deductibility of expenses, loss carry forward, ring-fencing)",
"Partage de production - Eléments de ""Cost Oil"" (base de calcul, limites sur le recouvrement des coûts, e.g. comme % des revenues ou de la production, crédit d'investissement, etc.)","Production Share - ""Cost Oil"" features (basis of calculation, limits on cost recovery - e.g. as % of revenue or production, capex uplift, etc.)",,,,,"Partage de production - Eléments de ""Cost Oil"" (base de calcul, limites sur le recouvrement des coûts, e.g. comme % des revenues ou de la production, crédit d'investissement, etc.)//Production Share - ""Cost Oil"" features (basis of calculation, limits on cost recovery - e.g. as % of revenue or production, capex uplift, etc.)",
"Partage de production - Eléments de ""Profit Oil"" (critères pour la modification du partage, - TRI, facteur ""r"", niveau de production, etc.)","Production Share - ""Profit Oil"" features (triggers for variations in split - IRR, ""r"" factor, production, etc.)",,,,,"Partage de production - Eléments de ""Profit Oil"" (critères pour la modification du partage, - TRI, facteur ""r"", niveau de production, etc.)//Production Share - ""Profit Oil"" features (triggers for variations in split - IRR, ""r"" factor, production, etc.)",
Contrat de Service - Frais du détenteur du titre défrayés (base de calcul),Service Agreement - Fee to developer / contractor (basis for calculation),,,,,Contrat de Service - Frais du détenteur du titre défrayés (base de calcul)//Service Agreement - Fee to developer / contractor (basis for calculation),
Impôt sur les Revenus des Valeurs Mobilières (IRVM),Capital gains tax,,,,,Impôt sur les Revenus des Valeurs Mobilières (IRVM)//Capital gains tax,
Retenue à la source sur les intérêts et/ou dividendes,Withholding tax on payment of interest and/or dividends,,,,,Retenue à la source sur les intérêts et/ou dividendes//Withholding tax on payment of interest and/or dividends,
Retenue à la source sur les salaires des nationaux,Witholding tax on national salaries,,,,,Retenue à la source sur les salaires des nationaux//Witholding tax on national salaries,
Retenue à la source sur les salaires des expatriés,Witholding tax on expatriate salaries,,,,,Retenue à la source sur les salaires des expatriés//Witholding tax on expatriate salaries,
Retenue à la source sur les prestations de service par des entreprises non résidentes,Witholding tax on services of non-resident companies,,,,,Retenue à la source sur les prestations de service par des entreprises non résidentes//Witholding tax on services of non-resident companies,
Retenue à la source sur les loyers des immeubles,Witholding tax on rent,,,,,Retenue à la source sur les loyers des immeubles//Witholding tax on rent,
Déductibilité des frais financiers,Deductibility of expenses,,,,,Déductibilité des frais financiers//Deductibility of expenses,
Méthode d’évaluation de prix ,Method for evaluating price,,,,,Méthode d’évaluation de prix //Method for evaluating price,
Provision pour la reconstitution des gisements,Provisions for renewing reserves,,,,,Provision pour la reconstitution des gisements//Provisions for renewing reserves,
Crédit d'investissement,Investment credit,,,,,Crédit d'investissement//Investment credit,
Droits de douane en phase de recherche,Custom duties during exploration phase,,,,,Droits de douane en phase de recherche//Custom duties during exploration phase,
Droits de douane en phase de construction,Custom duties during construction phase,,,,,Droits de douane en phase de construction//Custom duties during construction phase,
Droits de douane en phase d'exploitation,Custum duties during operation phase,,,,,Droits de douane en phase d'exploitation//Custum duties during operation phase,
Droits de douane pour le matériel de traitement,Custom duties on processing equipment,,,,,Droits de douane pour le matériel de traitement//Custom duties on processing equipment,
Droits de douane pour le matériel de transformation,Custom duties on transformation equipment,,,,,Droits de douane pour le matériel de transformation//Custom duties on transformation equipment,
Droits de douane pour le matériel de transport,Custom duties on transportation equipment,,,,,Droits de douane pour le matériel de transport//Custom duties on transportation equipment,
TVA,VAT,,,,,TVA//VAT,
Droits fixes d'octroi et de renouvellement des permis,Fixed fee for grant and renewal of license ,,,,,Droits fixes d'octroi et de renouvellement des permis//Fixed fee for grant and renewal of license ,
Part patronale des cotisations de sécurité sociale,Social security contributions by employer,,,,,Part patronale des cotisations de sécurité sociale//Social security contributions by employer,
Redevances superficiaires,Surface fees,"The land rental bid is US$ 20.00 per hectare per year. The land rental bid payment is calculated annually according to a specific formula described in the contract. B & V Timber Company shall first pay it prior to felling any trees and, after that, every year on the anniversary of the contract signing date. B & V Timber Company shall also pay forest product fees as required by Forestry Development Authority Regulation 107-07, including the following annual fees: contract administration, area, coupe inspection, and forest product fees.","Arts. A4, B7.11, B7.13 - B7.14","7 (bottom), 28 (bottom) - 29 (middle)",,Redevances superficiaires//Surface fees,"The land rental bid is US$ 20.00 per hectare per year. The land rental bid payment is calculated annually according to a specific formula described in the contract. B & V Timber Company shall first pay it prior to felling any trees and, after that, every year on the anniversary of the contract signing date. B & V Timber Company shall also pay forest product fees as required by Forestry Development Authority Regulation 107-07, including the following annual fees: contract administration, area, coupe inspection, and forest product fees.--Arts. A4, B7.11, B7.13 - B7.14"
Obligations communautaires ou sous-nationales,Community and regional obligations,,,,,Obligations communautaires ou sous-nationales//Community and regional obligations,
Crédits de carbone,Carbon credits,,,,,Crédits de carbone//Carbon credits,
Primes,Bonuses,,,,,Primes//Bonuses,
Participation de l'Etat,State participation,,,,,Participation de l'Etat//State participation,
Exonérations non-précisées ailleurs,Other exemptions,,,,,Exonérations non-précisées ailleurs//Other exemptions,
Modes d'audit à l'égard des obligations financières du détenteur du titre,Audit mechanisms - financial obligations,,,,,Modes d'audit à l'égard des obligations financières du détenteur du titre//Audit mechanisms - financial obligations,
Restrictions sur les transactions avec les parties liées,Restrictions on transactions with affiliated parties,,,,,Restrictions sur les transactions avec les parties liées//Restrictions on transactions with affiliated parties,
Autre - [le nom de catégorie],Other - [Name of Category],,,,,Autre - [le nom de catégorie]//Other - [Name of Category],
4. Dispositions environnementales ,4. Environmental provisions,,,,,4. Dispositions environnementales //4. Environmental provisions,
"Etude d'impact social, environnemental ou des droits humains, et les plans de gestion des risques","Social, environmental and/or human rights impact assessments, as well as related management plans","The Forestry Development Authority may delay or interrupt operations under the contract, or modify the contract, to ensure consistency with the Environmental Impact Assessment and related documents, or to conduct additional environmental analysis  ",Art. B8.6(a),33 (bottom),,"Etude d'impact social, environnemental ou des droits humains, et les plans de gestion des risques//Social, environmental and/or human rights impact assessments, as well as related management plans","The Forestry Development Authority may delay or interrupt operations under the contract, or modify the contract, to ensure consistency with the Environmental Impact Assessment and related documents, or to conduct additional environmental analysis  --Art. B8.6(a)"
Mode et fréquence de suivi des risques sociaux (y compris enfreinte aux droits de l'homme) ou environnementaux,"Social, environmental and/or human rights monitoring requirements",,,,,"Mode et fréquence de suivi des risques sociaux (y compris enfreinte aux droits de l'homme) ou environnementaux//Social, environmental and/or human rights monitoring requirements",
"Droit de prendre ou d'utiliser l'eau dans la zone de concession (ou à coté) (y compris les tarifs, licences, et permis)","Right to take and/or use water within/near contract concession area (including fees, licenses, and permits required)","Subject to the written approval of the Government and the negotiated Social Agreement (as called for under Forestry Development Authority Regulation 105-07) and such conditions as the Government or the Social Agreement may impose, B & V Timber Company may use free of charge any water found within the contract area or in the public domain within 5 kilometers of the contract area provided that it does not deprive any lands, tribes, villages, towns, houses, or watering places for animals of a reasonable supply of water insofar as such water has, through custom, been used for such lands, tribes, villages, towns, houses, or animals. B & V Timber Company shall not interfere with the rights of water enjoyed by persons under the Land and Native Right Ordinance. B & V Timber Company's use of water must in no way result in environmental damage or create other hazards.",Art. B4.3,18 (middle),,"Droit de prendre ou d'utiliser l'eau dans la zone de concession (ou à coté) (y compris les tarifs, licences, et permis)//Right to take and/or use water within/near contract concession area (including fees, licenses, and permits required)","Subject to the written approval of the Government and the negotiated Social Agreement (as called for under Forestry Development Authority Regulation 105-07) and such conditions as the Government or the Social Agreement may impose, B & V Timber Company may use free of charge any water found within the contract area or in the public domain within 5 kilometers of the contract area provided that it does not deprive any lands, tribes, villages, towns, houses, or watering places for animals of a reasonable supply of water insofar as such water has, through custom, been used for such lands, tribes, villages, towns, houses, or animals. B & V Timber Company shall not interfere with the rights of water enjoyed by persons under the Land and Native Right Ordinance. B & V Timber Company's use of water must in no way result in environmental damage or create other hazards.--Art. B4.3"
Les autres obligations pour la protection de l'environnement (y compris la prévention de la pollution et la protection des cours d'eau),Other requirements regarding protection of the environment (including prevention of pollution and watercourse protection),"B & V Timber Company shall conduct its operations in a manner that promotes the sustainable development of forest resources and environmental protection. It shall conduct all operations and activities using only environmentally sound forest harvesting practices that conform to the Forest Management Guidelines, the Liberia Code of Forest Harvesting Practices, and internationally accepted, scientific principles and practices applicable to forest operations and timber processing. B & V Timber Company shall conduct all operations and activities so as to avoid waste and loss of natural resources and to protect natural resources from damage. It shall conduct all operations and activities so as to prevent pollution and contamination of the environment. B & V Timber Company shall harvest trees in a manner that avoids unnecessary damage and waste, and unnecessary damage to young growth and other trees. It shall identify in the annual operational plan areas requiring special measures for the protection of plants and animals, and protect these areas from damage or removal during operations. B & V Timber Company shall comply with all requirements for watercourse protection in the Liberia Code of Forest Harvesting Practices, and conduct all operations so as to reasonably minimize soil erosion, and prevent pollution of air, soil, and water. The Forestry Development Authority may delay or interrupt operations under the contract, or modify the contract, to prevent environmental degradation or resource damage, including harm to habitat, plants, or animals.","Arts. B3.4, B6.3, B6.32, B6.34 - B6.37, B8.6(a)(i)","15 (top), 25 (bottom) - 27 (middle), 33 (bottom)",,Les autres obligations pour la protection de l'environnement (y compris la prévention de la pollution et la protection des cours d'eau)//Other requirements regarding protection of the environment (including prevention of pollution and watercourse protection),"B & V Timber Company shall conduct its operations in a manner that promotes the sustainable development of forest resources and environmental protection. It shall conduct all operations and activities using only environmentally sound forest harvesting practices that conform to the Forest Management Guidelines, the Liberia Code of Forest Harvesting Practices, and internationally accepted, scientific principles and practices applicable to forest operations and timber processing. B & V Timber Company shall conduct all operations and activities so as to avoid waste and loss of natural resources and to protect natural resources from damage. It shall conduct all operations and activities so as to prevent pollution and contamination of the environment. B & V Timber Company shall harvest trees in a manner that avoids unnecessary damage and waste, and unnecessary damage to young growth and other trees. It shall identify in the annual operational plan areas requiring special measures for the protection of plants and animals, and protect these areas from damage or removal during operations. B & V Timber Company shall comply with all requirements for watercourse protection in the Liberia Code of Forest Harvesting Practices, and conduct all operations so as to reasonably minimize soil erosion, and prevent pollution of air, soil, and water. The Forestry Development Authority may delay or interrupt operations under the contract, or modify the contract, to prevent environmental degradation or resource damage, including harm to habitat, plants, or animals.--Arts. B3.4, B6.3, B6.32, B6.34 - B6.37, B8.6(a)(i)"
Autre - [Responsabilité environnementale],,,,,,Autre - [Responsabilité environnementale]//,
5. Dispositions relatives aux opérations et à l’infrastructure,5. Operational provisions,,,,,5. Dispositions relatives aux opérations et à l’infrastructure//5. Operational provisions,
L'étude de faisabilité et le plan d'affaires,Feasibility studies and requirement of business plan,,,,,L'étude de faisabilité et le plan d'affaires//Feasibility studies and requirement of business plan,
"Obligations de travaux, d'investissements",Work and investment commitments,,,,,"Obligations de travaux, d'investissements//Work and investment commitments",
Rétrocession,Transfer of risk,,,,,Rétrocession//Transfer of risk,
Construction et entretien d'infrastructure,Construction and maintenance of infrastructure,"B & V Timber Company is granted rights concerning construction of infrastructure by Section 18.8 of the National Forestry Reform Law of 2006, and shall comply with all laws governing construction, maintenance, and the use of improvements. Certain improvements require authorization from the Government. B & V Timber Company shall ensure that all infrastructure and works installed in relation to the contract comply with the Liberia Code of Forest Harvesting Practices. B & V Timber Company is responsible for repairing all road damage for 3 years from the date of the Government's approval of the completed construction or maintenance of the road or until the contract terminates.","Arts. B4.21 - B4.22, Art. B6.14","16 (bottom), 17 (top), 24 (bottom)",,Construction et entretien d'infrastructure//Construction and maintenance of infrastructure,"B & V Timber Company is granted rights concerning construction of infrastructure by Section 18.8 of the National Forestry Reform Law of 2006, and shall comply with all laws governing construction, maintenance, and the use of improvements. Certain improvements require authorization from the Government. B & V Timber Company shall ensure that all infrastructure and works installed in relation to the contract comply with the Liberia Code of Forest Harvesting Practices. B & V Timber Company is responsible for repairing all road damage for 3 years from the date of the Government's approval of the completed construction or maintenance of the road or until the contract terminates.--Arts. B4.21 - B4.22, Art. B6.14"
Commercialisation et accès gouvernemental à la production ,Marketing of output and state access to output,,,,,Commercialisation et accès gouvernemental à la production //Marketing of output and state access to output,
Utilisation d’infrastructure par les tiers,Third party use of infrastructure,"B & V Timber Company shall allow the Government and public to use, free of charge, any roads constructed or maintained, provided the use does not interfere with operations",Art. B4.23,17 (bottom),,Utilisation d’infrastructure par les tiers//Third party use of infrastructure,"B & V Timber Company shall allow the Government and public to use, free of charge, any roads constructed or maintained, provided the use does not interfere with operations--Art. B4.23"
Financement d’infrastructure,Financing of infrastructure,,,,,Financement d’infrastructure//Financing of infrastructure,
Propriété d’infrastructure,Ownership of infrastructure,All infrastructure shall revert to the Government upon termination of the contract and shall be left in safe running order,Art. B4.24,18 (top),,Propriété d’infrastructure//Ownership of infrastructure,All infrastructure shall revert to the Government upon termination of the contract and shall be left in safe running order--Art. B4.24
Modes d'audit à l'égard des dispositions opérationnelles,Audit mechanisms - operational obligations,,,,,Modes d'audit à l'égard des dispositions opérationnelles//Audit mechanisms - operational obligations,
Activité de beneficiation/ valeur ajoutée,Value addition/downstream activities,,,,,Activité de beneficiation/ valeur ajoutée//Value addition/downstream activities,
