TEMPLATE OIL/GAS/MINING/LAND -   RESOURCECONTRACTS.ORG and OPENLANDCONTRACTS.ORG,,,,,,,
"Ressource(s) concernées (type de minéral, pétrole, gas, bois) ou les récoltes/denrées","Type of resources (mineral type, crude oil, gas, timber, etc.) OR specific crops planned (ex:  food crops, oil palm, etc.)",Teak Tree (Tectona Gandis),"Arts. 1, 3.1.1","1 (bottom), 3 (top)",,"Ressource(s) concernées (type de minéral, pétrole, gas, bois) ou les récoltes/denrées//Type of resources (mineral type, crude oil, gas, timber, etc.) OR specific crops planned (ex:  food crops, oil palm, etc.)","Teak Tree (Tectona Gandis)--Arts. 1, 3.1.1"
Superficie de la concession,Size of the concession area,"9,800 ha",Art. 1,1 (bottom),,Superficie de la concession//Size of the concession area,"9,800 ha--Art. 1"
"2. Obligations à l'égard des communautés, la protection sociale et l’économie locale/régionale",2. Community and social obligations,,,,,"2. Obligations à l'égard des communautés, la protection sociale et l’économie locale/régionale//2. Community and social obligations",
Convention de développement local,Local development agreement,"Global Agricultural Development (Cambodia) must focus on the livelihood, health and education of its employees, workers and their families by building suitable houses, hospitals, temples, schools and recreation centers",Art. 7.5,4 (bottom),,Convention de développement local//Local development agreement,"Global Agricultural Development (Cambodia) must focus on the livelihood, health and education of its employees, workers and their families by building suitable houses, hospitals, temples, schools and recreation centers--Art. 7.5"
"Protection des lieux sacrés, des ressources et du milieu de vie","Protection of sacred locations, resources and environment","The lands which contain national and cultural heritage sites, mountains, reservoirs, traditional forests and other natural protected areas shall be excluded from the company's use and preserved in their natural conditions",Art. 1.3,2 (top),,"Protection des lieux sacrés, des ressources et du milieu de vie//Protection of sacred locations, resources and environment","The lands which contain national and cultural heritage sites, mountains, reservoirs, traditional forests and other natural protected areas shall be excluded from the company's use and preserved in their natural conditions--Art. 1.3"
Consultations communautaires requises,Requirements for community consultation ,"Global Agricultural Development (Cambodia) shall have coordinated, exchanged or compensated the local residents who own the land",Art. 3.2,3 (top),,Consultations communautaires requises//Requirements for community consultation ,"Global Agricultural Development (Cambodia) shall have coordinated, exchanged or compensated the local residents who own the land--Art. 3.2"
Obligations liées a la formation des cadres locaux,Management training requirement for nationals,,,,,Obligations liées a la formation des cadres locaux//Management training requirement for nationals,
Obligations liées à l'emploi du personnel local,Local employment requirements,"Global Agricultural Development (Cambodia) must use local labor. If there is no Khmer expert available, the right to hire foreign experts shall be granted following Cambodian law.",Art. 7.4,4 (middle),,Obligations liées à l'emploi du personnel local//Local employment requirements,"Global Agricultural Development (Cambodia) must use local labor. If there is no Khmer expert available, the right to hire foreign experts shall be granted following Cambodian law.--Art. 7.4"
Obligations liées a l'approvisionnement en biens et services locaux,Local procurement requirements,,,,,Obligations liées a l'approvisionnement en biens et services locaux//Local procurement requirements,
Assurance,Insurance,,,,,Assurance//Insurance,
Réinstallation des habitants,Resettlement,"Global Agricultural Development (Cambodia) shall make best use of the concession area and the lands involving local residents within 5 years from the date this agreement is signed, and it shall have coordinated, exchanged and compensated the local residents who own the land, accordng to the following plan: year 1: 1,800 hectares; years 2-5: 2,000 hectares per year. ",Art. 3.2,3 (top),,Réinstallation des habitants//Resettlement,"Global Agricultural Development (Cambodia) shall make best use of the concession area and the lands involving local residents within 5 years from the date this agreement is signed, and it shall have coordinated, exchanged and compensated the local residents who own the land, accordng to the following plan: year 1: 1,800 hectares; years 2-5: 2,000 hectares per year. --Art. 3.2"
"Programme de sous-traitance  avec les petits planteurs (détails, des terres supplémentaires fournis, etc)","Outgrowers Program (details, additional land provided, etc)",,,,,"Programme de sous-traitance  avec les petits planteurs (détails, des terres supplémentaires fournis, etc)//Outgrowers Program (details, additional land provided, etc)",
"Obligations concernant les travailleurs ou les habitants dans ou près des concessions en ce qui concerne la santé et la sécurité au travail, l'accès à l'eau potable, le logement, les soins médicaux ou l'éducation","Requirements regarding workers or farm/concession dwellers within concession areas or in nearby communities in respect of occupational health and safety, access to clean water, housing, medical care, or education","Global Agricultural Development (Cambodia) must focus on the livelihood, health and education of its employees, workers and their families by building suitable houses, hospitals, temples, schools and recreation centers",Art. 7.5,4 (bottom),,"Obligations concernant les travailleurs ou les habitants dans ou près des concessions en ce qui concerne la santé et la sécurité au travail, l'accès à l'eau potable, le logement, les soins médicaux ou l'éducation//Requirements regarding workers or farm/concession dwellers within concession areas or in nearby communities in respect of occupational health and safety, access to clean water, housing, medical care, or education","Global Agricultural Development (Cambodia) must focus on the livelihood, health and education of its employees, workers and their families by building suitable houses, hospitals, temples, schools and recreation centers--Art. 7.5"
"La sécurité physique, la protection de la propriété, et / ou l'utilisation des gardes","Physical security, protection of property, and/or use of guards",,,,,"La sécurité physique, la protection de la propriété, et / ou l'utilisation des gardes//Physical security, protection of property, and/or use of guards",
Mécanismes de réclamation pour les parties non contractantes,Grievance mechanisms for non-contractual harms to non-contracting parties,"If during the implementation of the investment project any land conflict between Global Agricultural Development (Cambodia) and local residents/people arises on the concession land, competent authorities have the right and obligation to suspend the investment activities on the concession in order to solve the problems and protect the interests of people. In any conflict that occurs between the military agency and local residents/people, priority is to be given to the residents/people in resolving the conflict.",Art. 6.2,4 (top),,Mécanismes de réclamation pour les parties non contractantes//Grievance mechanisms for non-contractual harms to non-contracting parties,"If during the implementation of the investment project any land conflict between Global Agricultural Development (Cambodia) and local residents/people arises on the concession land, competent authorities have the right and obligation to suspend the investment activities on the concession in order to solve the problems and protect the interests of people. In any conflict that occurs between the military agency and local residents/people, priority is to be given to the residents/people in resolving the conflict.--Art. 6.2"
Droits d'accès/utilisation à la zone de concession pour les parties non contractantes qui utilisaient la terre au préalable (y compris l'agriculture indépendante autorisée dans la zone de concession),Rights of non-contracting parties to access/use concession area (including permitted independent farming in concession area) ,,,,,Droits d'accès/utilisation à la zone de concession pour les parties non contractantes qui utilisaient la terre au préalable (y compris l'agriculture indépendante autorisée dans la zone de concession)//Rights of non-contracting parties to access/use concession area (including permitted independent farming in concession area) ,
Autre - [le nom de catégorie],Other - [Name of Category],,,,,Autre - [le nom de catégorie]//Other - [Name of Category],
3. Obligations financières du détenteur du titre,3. Developer's financial obligations,,,,,3. Obligations financières du détenteur du titre//3. Developer's financial obligations,
Taxe minière / redevance,Mining tax / royalty tax,"Before clearing the land for the development activities, Global Agricultural Development (Cambodia) shall obtain approval from the Ministry of Agriculture, Forestry and Fisheries for the logging, processing or transporting of trees found on the lands and pay royalties and premiums to the Ministry of Agriculture, Forestry and Fisheries in accordance with the principles and Forestry Law in force",Art. 16.1,6 (bottom),,Taxe minière / redevance//Mining tax / royalty tax,"Before clearing the land for the development activities, Global Agricultural Development (Cambodia) shall obtain approval from the Ministry of Agriculture, Forestry and Fisheries for the logging, processing or transporting of trees found on the lands and pay royalties and premiums to the Ministry of Agriculture, Forestry and Fisheries in accordance with the principles and Forestry Law in force--Art. 16.1"
Impôt sur les bénéfices: taux,Income tax: rate,Global Agricultural Development (Cambodia) shall be obliged to pay taxes to the State in accordance with Cambodian law,Art. 4.4,3 (middle),,Impôt sur les bénéfices: taux//Income tax: rate,Global Agricultural Development (Cambodia) shall be obliged to pay taxes to the State in accordance with Cambodian law--Art. 4.4
Impôt sur les bénéfices: exonération,Income tax: exemptions,,,,,Impôt sur les bénéfices: exonération//Income tax: exemptions,
"Autre aspects de l'impôt sur les bénéfices: (l’amortissement, déductibilité des frais financiers, report des pertes, cloisonnement)","Other income tax features (amortization, deductibility of expenses, loss carry forward, ring-fencing)",,,,,"Autre aspects de l'impôt sur les bénéfices: (l’amortissement, déductibilité des frais financiers, report des pertes, cloisonnement)//Other income tax features (amortization, deductibility of expenses, loss carry forward, ring-fencing)",
"Partage de production - Eléments de ""Cost Oil"" (base de calcul, limites sur le recouvrement des coûts, e.g. comme % des revenues ou de la production, crédit d'investissement, etc.)","Production Share - ""Cost Oil"" features  (basis of calculation, limits on cost recovery - e.g. as % of revenue or production, capex uplift, etc.)",,,,,"Partage de production - Eléments de ""Cost Oil"" (base de calcul, limites sur le recouvrement des coûts, e.g. comme % des revenues ou de la production, crédit d'investissement, etc.)//Production Share - ""Cost Oil"" features  (basis of calculation, limits on cost recovery - e.g. as % of revenue or production, capex uplift, etc.)",
"Partage de production - Eléments de ""Profit Oil"" (critères pour la modification du partage, - TRI, facteur ""r"", niveau de production, etc.)","Production Share - ""Profit Oil"" features  (triggers for variations in split - IRR, ""r"" factor, production, etc.)",,,,,"Partage de production - Eléments de ""Profit Oil"" (critères pour la modification du partage, - TRI, facteur ""r"", niveau de production, etc.)//Production Share - ""Profit Oil"" features  (triggers for variations in split - IRR, ""r"" factor, production, etc.)",
Contrat de Service - Frais du détenteur du titre défrayés  (base de calcul),Service Agreement - Fee to developer / contractor (basis for calculation),,,,,Contrat de Service - Frais du détenteur du titre défrayés  (base de calcul)//Service Agreement - Fee to developer / contractor (basis for calculation),
Impôt sur les Revenus des Valeurs Mobilières (IRVM),Capital gains tax,,,,,Impôt sur les Revenus des Valeurs Mobilières (IRVM)//Capital gains tax,
Retenue à la source sur les intérêts et/ou dividendes,Withholding tax on payment of interest and/or dividends,,,,,Retenue à la source sur les intérêts et/ou dividendes//Withholding tax on payment of interest and/or dividends,
Retenue à la source sur les salaires des nationaux,Witholding tax on national salaries,,,,,Retenue à la source sur les salaires des nationaux//Witholding tax on national salaries,
Retenue à la source sur les salaires des expatriés,Witholding tax on expatriate salaries,,,,,Retenue à la source sur les salaires des expatriés//Witholding tax on expatriate salaries,
Retenue à la source sur les prestations de service par des entreprises non résidentes,Witholding tax on services of non-resident companies,,,,,Retenue à la source sur les prestations de service par des entreprises non résidentes//Witholding tax on services of non-resident companies,
Retenue à la source sur les loyers des immeubles,Witholding tax on rent,,,,,Retenue à la source sur les loyers des immeubles//Witholding tax on rent,
Déductibilité des frais financiers,Deductibility of expenses,,,,,Déductibilité des frais financiers//Deductibility of expenses,
Méthode d’évaluation de prix ,Method for evaluating price,,,,,Méthode d’évaluation de prix //Method for evaluating price,
Provision pour la reconstitution des gisements,Provisions for renewing reserves,,,,,Provision pour la reconstitution des gisements//Provisions for renewing reserves,
Crédit d'investissement,Investment credit,,,,,Crédit d'investissement//Investment credit,
Droits de douane en phase de recherche,Custom duties during exploration phase,,,,,Droits de douane en phase de recherche//Custom duties during exploration phase,
Droits de douane en phase de construction,Custom duties during construction phase,,,,,Droits de douane en phase de construction//Custom duties during construction phase,
Droits de douane en phase d'exploitation,Custum duties during operation phase,,,,,Droits de douane en phase d'exploitation//Custum duties during operation phase,
Droits de douane pour le matériel de traitement,Custom duties on processing equipment,"Machinery equipment, spare parts and chemical materials that are imported for the purpose of business production will incur taxes according to Cambodian law",Art. 7.9,4 (bottom),,Droits de douane pour le matériel de traitement//Custom duties on processing equipment,"Machinery equipment, spare parts and chemical materials that are imported for the purpose of business production will incur taxes according to Cambodian law--Art. 7.9"
Droits de douane pour le matériel de transformation,Custom duties on transformation equipment,,,,,Droits de douane pour le matériel de transformation//Custom duties on transformation equipment,
Droits de douane pour le matériel de transport,Custom duties on transportation equipment,,,,,Droits de douane pour le matériel de transport//Custom duties on transportation equipment,
TVA,VAT,,,,,TVA//VAT,
Droits fixes d'octroi et de renouvellement des permis,Fixed fee for grant and renewal of license  ,,,,,Droits fixes d'octroi et de renouvellement des permis//Fixed fee for grant and renewal of license  ,
Part patronale des cotisations de sécurité sociale,Social security contributions by employer,,,,,Part patronale des cotisations de sécurité sociale//Social security contributions by employer,
Redevances superficiaires,Surface fees,"Global Agricultural Development (Cambodia) shall pay the land fee annually according to the concessionary land rate defined by the Government and competent institutions. The fee shall be paid annually to the State budget through the account of the Ministry of Agriculture, Forestry and Fisheries no later than 31 January of each year. A 2% late fee will be charged monthly if there is delay in paying the fee. Global Agricultural Development (Cambodia) agrees to pay the fee until the termination of the agreement.","Arts. 4, 7.1","3 (middle), 4 (middle)",,Redevances superficiaires//Surface fees,"Global Agricultural Development (Cambodia) shall pay the land fee annually according to the concessionary land rate defined by the Government and competent institutions. The fee shall be paid annually to the State budget through the account of the Ministry of Agriculture, Forestry and Fisheries no later than 31 January of each year. A 2% late fee will be charged monthly if there is delay in paying the fee. Global Agricultural Development (Cambodia) agrees to pay the fee until the termination of the agreement.--Arts. 4, 7.1"
Obligations communautaires ou sous-nationales,Community and regional obligations,,,,,Obligations communautaires ou sous-nationales//Community and regional obligations,
Crédits de carbone,Carbon credits,,,,,Crédits de carbone//Carbon credits,
Primes,Bonuses,,,,,Primes//Bonuses,
Participation de l'Etat,State participation,,,,,Participation de l'Etat//State participation,
Exonérations non-précisées ailleurs,Other exemptions,,,,,Exonérations non-précisées ailleurs//Other exemptions,
Modes d'audit à l'égard des obligations financières du détenteur du titre,Audit mechanisms - financial obligations,,,,,Modes d'audit à l'égard des obligations financières du détenteur du titre//Audit mechanisms - financial obligations,
Restrictions sur les transactions avec les parties liées,Restrictions on transactions with affiliated parties,,,,,Restrictions sur les transactions avec les parties liées//Restrictions on transactions with affiliated parties,
Autre - [le nom de catégorie],Other - [Name of Category],,,,,Autre - [le nom de catégorie]//Other - [Name of Category],
4. Dispositions environnementales ,4. Environmental provisions,,,,,4. Dispositions environnementales //4. Environmental provisions,
"Etude d'impact social, environnemental ou des droits humains, et les plans de gestion des risques","Social, environmental and/or human rights impact assessments, as well as related management plans",,,,,"Etude d'impact social, environnemental ou des droits humains, et les plans de gestion des risques//Social, environmental and/or human rights impact assessments, as well as related management plans",
Mode et fréquence de suivi des risques sociaux (y compris enfreinte aux droits de l'homme) ou environnementaux,"Social, environmental and/or human rights monitoring requirements","Global Agricultural Development (Cambodia) must allow the Ministry of Agriculture, Forestry and Fisheries and relevant institutions to monitor and evaluate its activities regarding environmental impact and subsequently follow their instructions to protect the environment",Art. 7.10,5 (top),,"Mode et fréquence de suivi des risques sociaux (y compris enfreinte aux droits de l'homme) ou environnementaux//Social, environmental and/or human rights monitoring requirements","Global Agricultural Development (Cambodia) must allow the Ministry of Agriculture, Forestry and Fisheries and relevant institutions to monitor and evaluate its activities regarding environmental impact and subsequently follow their instructions to protect the environment--Art. 7.10"
"Droit de prendre ou d'utiliser l'eau dans la zone de concession (ou à coté) (y compris les tarifs, licences, et permis)","Right to take and/or use water within/near contract concession area (including fees, licenses, and permits required)",,,,,"Droit de prendre ou d'utiliser l'eau dans la zone de concession (ou à coté) (y compris les tarifs, licences, et permis)//Right to take and/or use water within/near contract concession area (including fees, licenses, and permits required)",
Les autres obligations pour la protection de l'environnement (y compris la prévention de la pollution et la protection des cours d'eau),Other requirements regarding protection of the environment (including prevention of pollution and watercourse protection),Global Agricultural Development (Cambodia) must implement business activities as planned including cultivation and maintenance by following sustainable conditions for natural resources of the concession area and environmental impact caused by business production,Art. 7.6,4 (bottom),,Les autres obligations pour la protection de l'environnement (y compris la prévention de la pollution et la protection des cours d'eau)//Other requirements regarding protection of the environment (including prevention of pollution and watercourse protection),Global Agricultural Development (Cambodia) must implement business activities as planned including cultivation and maintenance by following sustainable conditions for natural resources of the concession area and environmental impact caused by business production--Art. 7.6
Autre - [Responsabilité environnementale],Other - [Environmental liability],,,,,Autre - [Responsabilité environnementale]//Other - [Environmental liability],
5. Dispositions relatives aux opérations et à l’infrastructure,5. Operational provisions,,,,,5. Dispositions relatives aux opérations et à l’infrastructure//5. Operational provisions,
L'étude de faisabilité et le plan d'affaires,Feasibility studies and requirement of business plan,,,,,L'étude de faisabilité et le plan d'affaires//Feasibility studies and requirement of business plan,
"Obligations de travaux, d'investissements",Work and investment commitments,,,,,"Obligations de travaux, d'investissements//Work and investment commitments",
Rétrocession,Transfer of risk,,,,,Rétrocession//Transfer of risk,
Construction et entretien d'infrastructure,Construction and maintenance of infrastructure,"Global Agricultural Development (Cambodia) shall be allowed to carry out all construction activities on the concession land in accordance with Cambodian law and in harmony with the objectives specified in article 3 (article 3 outlines the production-business goal and concession land usage schedule). All construction of infrastructure such as dams and canals that may affect the surrounding areas shall be permitted by the Ministry of Agriculture, Forestry and Fisheries and relevant institutions. ",Art. 8,5 (top),,Construction et entretien d'infrastructure//Construction and maintenance of infrastructure,"Global Agricultural Development (Cambodia) shall be allowed to carry out all construction activities on the concession land in accordance with Cambodian law and in harmony with the objectives specified in article 3 (article 3 outlines the production-business goal and concession land usage schedule). All construction of infrastructure such as dams and canals that may affect the surrounding areas shall be permitted by the Ministry of Agriculture, Forestry and Fisheries and relevant institutions. --Art. 8"
Commercialisation et accès gouvernemental à la production ,Marketing of output and state access to output,,,,,Commercialisation et accès gouvernemental à la production //Marketing of output and state access to output,
Utilisation d’infrastructure par les tiers,Third party use of infrastructure,,,,,Utilisation d’infrastructure par les tiers//Third party use of infrastructure,
Financement d’infrastructure,Financing of infrastructure,,,,,Financement d’infrastructure//Financing of infrastructure,
Propriété d’infrastructure,Ownership of infrastructure,All fixed assets and infrastructure as well as results achieved by Global Agricultural Development (Cambodia) shall be under its control until the termination of this agreement,Art. 9, 5 (middle),,Propriété d’infrastructure//Ownership of infrastructure,All fixed assets and infrastructure as well as results achieved by Global Agricultural Development (Cambodia) shall be under its control until the termination of this agreement--Art. 9
Modes d'audit à l'égard des dispositions opérationnelles,Audit mechanisms - operational obligations,,,,,Modes d'audit à l'égard des dispositions opérationnelles//Audit mechanisms - operational obligations,
Activité de beneficiation/ valeur ajoutée,Value addition/downstream activities,,,,,Activité de beneficiation/ valeur ajoutée//Value addition/downstream activities,
Autorisation pour utiliser les terres publique ou privées à l'extérieur de la zone de concession,Contracting party's permitted use of public or private land outside concession area,"The land that is legally owned by local residents is not available for use by Global Agricultural Development (Cambodia) unless a mutual agreement is reached. In the event of an illegal violation of the ownership of this land, Global Agricultural Development (Cambodia) reserves the right to file a lawsuit with the competent institution. ",Art. 1.2,2 (top),,Autorisation pour utiliser les terres publique ou privées à l'extérieur de la zone de concession//Contracting party's permitted use of public or private land outside concession area,"The land that is legally owned by local residents is not available for use by Global Agricultural Development (Cambodia) unless a mutual agreement is reached. In the event of an illegal violation of the ownership of this land, Global Agricultural Development (Cambodia) reserves the right to file a lawsuit with the competent institution. --Art. 1.2"
Autre - [le nom de catégorie],Other - [Name of Category],,,,,Autre - [le nom de catégorie]//Other - [Name of Category],
6. Dispositions diverses,6. Miscellaneous provisions,,,,,6. Dispositions diverses//6. Miscellaneous provisions,
Loi applicable en cas des différends,Governing law in case of dispute,The agreement shall be governed by Cambodian law,Art. 13,6 (top),,Loi applicable en cas des différends//Governing law in case of dispute,The agreement shall be governed by Cambodian law--Art. 13
Arbitrage et règlement des différends,Arbitration and dispute resolution,"If disputes arise during the execution of this agreement, the 2 parties shall mediate and settle the dispute based on the rights and obligations of each party to the agreement. If the parties cannot mediate or settle the dispute within 60 days, the dispute shall be submitted to the Council for the Development of Cambodia for mediation and reconciliation. If the dispute cannot be settled by the Council for the Development of Cambodia within 30 days, the parties shall send the files of the dispute to the competent court of the Kingdom of Cambodia for its decision according to the law in force.",Art. 11,5 (bottom),,Arbitrage et règlement des différends//Arbitration and dispute resolution,"If disputes arise during the execution of this agreement, the 2 parties shall mediate and settle the dispute based on the rights and obligations of each party to the agreement. If the parties cannot mediate or settle the dispute within 60 days, the dispute shall be submitted to the Council for the Development of Cambodia for mediation and reconciliation. If the dispute cannot be settled by the Council for the Development of Cambodia within 30 days, the parties shall send the files of the dispute to the competent court of the Kingdom of Cambodia for its decision according to the law in force.--Art. 11"
Clause de stabilisation,Stabilization clause,,,,,Clause de stabilisation//Stabilization clause,
Cession / transfert,Assignment / transfer,"Global Agricultural Development (Cambodia) is entitled to make a transfer to its successors. Legal successors refer to individuals who have been authorized by the law in force to inherit from Global Agricultural Development (Cambodia), or those individuals recognized by the law as its affinity. Notification on rights transfer or any decision regarding the handover to the successors shall be given to the Ministry of Agriculture, Forestry and Fisheries at least 6 months before the execution. If Global Agricultural Development (Cambodia) transfers the agreement, the transfer shall be in accordance with the investment law of the Kingdom of Cambodia and have obtained the approval of the Council for the Development of Cambodia at the request of the Ministry of Agriculture, Forestry and Fisheries.",Art. 5,3 (bottom),,Cession / transfert//Assignment / transfer,"Global Agricultural Development (Cambodia) is entitled to make a transfer to its successors. Legal successors refer to individuals who have been authorized by the law in force to inherit from Global Agricultural Development (Cambodia), or those individuals recognized by the law as its affinity. Notification on rights transfer or any decision regarding the handover to the successors shall be given to the Ministry of Agriculture, Forestry and Fisheries at least 6 months before the execution. If Global Agricultural Development (Cambodia) transfers the agreement, the transfer shall be in accordance with the investment law of the Kingdom of Cambodia and have obtained the approval of the Council for the Development of Cambodia at the request of the Ministry of Agriculture, Forestry and Fisheries.--Art. 5"
