TEMPLATE OIL/GAS/MINING/LAND -  RESOURCECONTRACTS.ORG and OPENLANDCONTRACTS.ORG,,,,,,,
Lieu-dit habité le plus proche,Closest community,,,,,Lieu-dit habité le plus proche//Closest community,
Date d'octroi du permis d'exploitation ou concession,Date of issue of title/permit,,,,,Date d'octroi du permis d'exploitation ou concession//Date of issue of title/permit,
Année d'octroi du permis d'exploitation ou concession,Year of issue of title/permit,,,,,Année d'octroi du permis d'exploitation ou concession//Year of issue of title/permit,
Date de ratification,Date of ratification,,,,,Date de ratification//Date of ratification,
Investissement estimé,Estimated investment,,,,,Investissement estimé//Estimated investment,
Production attendue,Expected production,,,,,Production attendue//Expected production,
II. Résumé des dispositions du contrat,II. Summary of terms,,,,,II. Résumé des dispositions du contrat//II. Summary of terms,
1. Dispositions du base,1. Fundamental provisions,,,,,1. Dispositions du base//1. Fundamental provisions,
Nom de la société signataire du contrat et composition des actionnaires mentionnés dans le document,Name of company executing the document and composition of the shareholders,"Bargor & Bargor Enterprise, Inc.",Cover page,1 (bottom),,Nom de la société signataire du contrat et composition des actionnaires mentionnés dans le document//Name of company executing the document and composition of the shareholders,"Bargor & Bargor Enterprise, Inc.--Cover page"
Numéro d'entreprise légal,Legal Enterprise Identifier,,,,,Numéro d'entreprise légal//Legal Enterprise Identifier,
"Signataire(s), société ","Signatories, company","Alfred D. Bargor, Bargor & Bargor Enterprise, Inc.",Signature page,36 (middle),,"Signataire(s), société //Signatories, company","Alfred D. Bargor, Bargor & Bargor Enterprise, Inc.--Signature page"
"Agence de l'Etat, société nationale, ministère signataire du contrat","State agency, national company, ministry executing the document",Forestry Development Authority ,Cover page,1 (top),,"Agence de l'Etat, société nationale, ministère signataire du contrat//State agency, national company, ministry executing the document",Forestry Development Authority --Cover page
"Signataire(s), Etat","Signatories, State","John T. Woods, Forestry Development Authority , Tom Downing, Gemap Comptroller/FDA",Signature page,36 (middle),,"Signataire(s), Etat//Signatories, State","John T. Woods, Forestry Development Authority , Tom Downing, Gemap Comptroller/FDA--Signature page"
Nom et/ou composition de la société du projet crée ou envisagée,Name and/or composition of the company created or anticipated,,,,,Nom et/ou composition de la société du projet crée ou envisagée//Name and/or composition of the company created or anticipated,
Nom de la partie tiers (si applicable),Name of third party to contract (where applicable),,,,,Nom de la partie tiers (si applicable)//Name of third party to contract (where applicable),
Date de signature du contrat,Date of contract signature,27/06/2008,Cover page 2,2 (top),,Date de signature du contrat//Date of contract signature,39626--Cover page 2
Année de signature du contrat,Year of contract signature,2008,Cover page 2,2 (top),,Année de signature du contrat//Year of contract signature,2008--Cover page 2
Durée,Term,3 years,Cover page 2,2 (top),,Durée//Term,3 years--Cover page 2
Conditions de renouvellement,Conditions for renewal ,The contract is not renewable,Art. B2.2,11 (bottom),,Conditions de renouvellement//Conditions for renewal ,The contract is not renewable--Art. B2.2
"Ressource(s) concernées (type de minéral, pétrole, gas, bois) ou les récoltes/denrées","Type of resources (mineral type, crude oil, gas, timber, etc.) OR specific crops planned (ex: food crops, oil palm, etc.)",Timber (Wood),Art. B2.1,11 (top),Timber (Wood),"Ressource(s) concernées (type de minéral, pétrole, gas, bois) ou les récoltes/denrées//Type of resources (mineral type, crude oil, gas, timber, etc.) OR specific crops planned (ex: food crops, oil palm, etc.)",Timber (Wood)--Art. B2.1
Superficie de la concession,Size of the concession area,"5,000 ha",Art. A1,5 (top),,Superficie de la concession//Size of the concession area,"5,000 ha--Art. A1"
"2. Obligations à l'égard des communautés, la protection sociale et l’économie locale/régionale",2. Community and social obligations,,,,,"2. Obligations à l'égard des communautés, la protection sociale et l’économie locale/régionale//2. Community and social obligations",
Convention de développement local,Local development agreement,"Bargor & Bargor Enterprise shall complete the Social Agreements required under Regulation 105-07. The Social Agreements, once attested to by the Forestry Development Authority, then become part of the contract and, if breached, are treated like a breach of the contract.",Art. B3.1,12 (middle),,Convention de développement local//Local development agreement,"Bargor & Bargor Enterprise shall complete the Social Agreements required under Regulation 105-07. The Social Agreements, once attested to by the Forestry Development Authority, then become part of the contract and, if breached, are treated like a breach of the contract.--Art. B3.1"
"Protection des lieux sacrés, des ressources et du milieu de vie","Protection of sacred locations, resources and environment",Bargor & Bargor Enterprise shall identify areas requiring special measures for the protection of cultural resources in the annual operational plan. It shall describe these special measures and protect these areas from damage or removal during its operations.,Art. B6.34,24 (middle),,"Protection des lieux sacrés, des ressources et du milieu de vie//Protection of sacred locations, resources and environment",Bargor & Bargor Enterprise shall identify areas requiring special measures for the protection of cultural resources in the annual operational plan. It shall describe these special measures and protect these areas from damage or removal during its operations.--Art. B6.34
Consultations communautaires requises,Requirements for community consultation ,,,,,Consultations communautaires requises//Requirements for community consultation ,
Obligations liées a la formation des cadres locaux,Management training requirement for nationals,,,,,Obligations liées a la formation des cadres locaux//Management training requirement for nationals,
Obligations liées à l'emploi du personnel local,Local employment requirements,"Bargor & Bargor Enterprise shall give preference to competent and qualified ECOWAS (Economic Community of West African States) citizens in the selection of employees to conduct its contractual operations, and is not to import unskilled labor from outside the ECOWAS nations ",Art. B3.33,13 (bottom),,Obligations liées à l'emploi du personnel local//Local employment requirements,"Bargor & Bargor Enterprise shall give preference to competent and qualified ECOWAS (Economic Community of West African States) citizens in the selection of employees to conduct its contractual operations, and is not to import unskilled labor from outside the ECOWAS nations --Art. B3.33"
Obligations liées a l'approvisionnement en biens et services locaux,Local procurement requirements,,,,,Obligations liées a l'approvisionnement en biens et services locaux//Local procurement requirements,
Assurance,Insurance,,,,,Assurance//Insurance,
Réinstallation des habitants,Resettlement,,,,,Réinstallation des habitants//Resettlement,
"Programme de sous-traitance avec les petits planteurs (détails, des terres supplémentaires fournis, etc)","Outgrowers Program (details, additional land provided, etc)",,,,,"Programme de sous-traitance avec les petits planteurs (détails, des terres supplémentaires fournis, etc)//Outgrowers Program (details, additional land provided, etc)",
"Obligations concernant les travailleurs ou les habitants dans ou près des concessions en ce qui concerne la santé et la sécurité au travail, l'accès à l'eau potable, le logement, les soins médicaux ou l'éducation","Requirements regarding workers or farm/concession dwellers within concession areas or in nearby communities in respect of occupational health and safety, access to clean water, housing, medical care, or education","Bargor & Bargor Enterprise shall follow internationally recognized, modern safety precautions in all activities and shall comply with written safety instructions supplied by the Government. Bargor & Bargor Enterprise shall follow internationally recognized, modern measures for the protection of general health and safety of its employees and shall comply with written public health instructions given in writing by the Government.",Arts. B3.31-B3.32,13 (middle),,"Obligations concernant les travailleurs ou les habitants dans ou près des concessions en ce qui concerne la santé et la sécurité au travail, l'accès à l'eau potable, le logement, les soins médicaux ou l'éducation//Requirements regarding workers or farm/concession dwellers within concession areas or in nearby communities in respect of occupational health and safety, access to clean water, housing, medical care, or education","Bargor & Bargor Enterprise shall follow internationally recognized, modern safety precautions in all activities and shall comply with written safety instructions supplied by the Government. Bargor & Bargor Enterprise shall follow internationally recognized, modern measures for the protection of general health and safety of its employees and shall comply with written public health instructions given in writing by the Government.--Arts. B3.31-B3.32"
"La sécurité physique, la protection de la propriété, et / ou l'utilisation des gardes","Physical security, protection of property, and/or use of guards","Bargor & Bargor Enterprise shall use all reasonable means to prevent encroachment by unauthorized persons in to the contract area, but it shall not employ or in any way use armed security guards for any purpose",Art. B6.31,24 (top),,"La sécurité physique, la protection de la propriété, et / ou l'utilisation des gardes//Physical security, protection of property, and/or use of guards","Bargor & Bargor Enterprise shall use all reasonable means to prevent encroachment by unauthorized persons in to the contract area, but it shall not employ or in any way use armed security guards for any purpose--Art. B6.31"
Mécanismes de réclamation pour les parties non contractantes,Grievance mechanisms for non-contractual harms to non-contracting parties,,,,,Mécanismes de réclamation pour les parties non contractantes//Grievance mechanisms for non-contractual harms to non-contracting parties,
Droits d'accès/utilisation à la zone de concession pour les parties non contractantes qui utilisaient la terre au préalable (y compris l'agriculture indépendante autorisée dans la zone de concession),Rights of non-contracting parties to access/use concession area (including permitted independent farming in concession area) ,"The rights of private land owners and the public are governed by Chapters 11 and 12 of the National Forestry Reform Law of 2006, and Bargor & Bargor Enterprise agrees to respect those rights. In addition, the Government reserves the right to, among other things, access, or to allow others access, to the contract area for the purpose of exploring for or exploiting minerals or other substances or any reasonable investigation, provided Bargor & Bargor Enterprise's operations and activities shall not be unduly interfered with or its rights prejudiced. If its property is damaged as a result of such exploration, investigation or exploitation, the Government agrees to provide fair compensation for such damage. The Government also reserves the right to, among other things, take from the contract area timber and forest products (flora, fauna, and micro-organisms with social or economic value) that are required for public purposes, or allow others to access the contract area for traditional and customary community uses of timber and forest products, provided Bargor & Bargor Enterprise's operations and activities shall not be unduly interfered with or its rights prejudiced.",Art. B2.11,11 (middle),,Droits d'accès/utilisation à la zone de concession pour les parties non contractantes qui utilisaient la terre au préalable (y compris l'agriculture indépendante autorisée dans la zone de concession)//Rights of non-contracting parties to access/use concession area (including permitted independent farming in concession area) ,"The rights of private land owners and the public are governed by Chapters 11 and 12 of the National Forestry Reform Law of 2006, and Bargor & Bargor Enterprise agrees to respect those rights. In addition, the Government reserves the right to, among other things, access, or to allow others access, to the contract area for the purpose of exploring for or exploiting minerals or other substances or any reasonable investigation, provided Bargor & Bargor Enterprise's operations and activities shall not be unduly interfered with or its rights prejudiced. If its property is damaged as a result of such exploration, investigation or exploitation, the Government agrees to provide fair compensation for such damage. The Government also reserves the right to, among other things, take from the contract area timber and forest products (flora, fauna, and micro-organisms with social or economic value) that are required for public purposes, or allow others to access the contract area for traditional and customary community uses of timber and forest products, provided Bargor & Bargor Enterprise's operations and activities shall not be unduly interfered with or its rights prejudiced.--Art. B2.11"
3. Obligations financières du détenteur du titre,3. Developer's financial obligations,,,,,3. Obligations financières du détenteur du titre//3. Developer's financial obligations,
Taxe minière / redevance,Mining tax / royalty tax,,,,,Taxe minière / redevance//Mining tax / royalty tax,
Impôt sur les bénéfices: taux,Income tax: rate,,,,,Impôt sur les bénéfices: taux//Income tax: rate,
Impôt sur les bénéfices: exonération,Income tax: exemptions,,,,,Impôt sur les bénéfices: exonération//Income tax: exemptions,
"Autre aspects de l'impôt sur les bénéfices: (l’amortissement, déductibilité des frais financiers, report des pertes, cloisonnement)","Other income tax features (amortization, deductibility of expenses, loss carry forward, ring-fencing)",,,,,"Autre aspects de l'impôt sur les bénéfices: (l’amortissement, déductibilité des frais financiers, report des pertes, cloisonnement)//Other income tax features (amortization, deductibility of expenses, loss carry forward, ring-fencing)",
"Partage de production - Eléments de ""Cost Oil"" (base de calcul, limites sur le recouvrement des coûts, e.g. comme % des revenues ou de la production, crédit d'investissement, etc.)","Production Share - ""Cost Oil"" features (basis of calculation, limits on cost recovery - e.g. as % of revenue or production, capex uplift, etc.)",,,,,"Partage de production - Eléments de ""Cost Oil"" (base de calcul, limites sur le recouvrement des coûts, e.g. comme % des revenues ou de la production, crédit d'investissement, etc.)//Production Share - ""Cost Oil"" features (basis of calculation, limits on cost recovery - e.g. as % of revenue or production, capex uplift, etc.)",
"Partage de production - Eléments de ""Profit Oil"" (critères pour la modification du partage, - TRI, facteur ""r"", niveau de production, etc.)","Production Share - ""Profit Oil"" features (triggers for variations in split - IRR, ""r"" factor, production, etc.)",,,,,"Partage de production - Eléments de ""Profit Oil"" (critères pour la modification du partage, - TRI, facteur ""r"", niveau de production, etc.)//Production Share - ""Profit Oil"" features (triggers for variations in split - IRR, ""r"" factor, production, etc.)",
Contrat de Service - Frais du détenteur du titre défrayés (base de calcul),Service Agreement - Fee to developer / contractor (basis for calculation),,,,,Contrat de Service - Frais du détenteur du titre défrayés (base de calcul)//Service Agreement - Fee to developer / contractor (basis for calculation),
Impôt sur les Revenus des Valeurs Mobilières (IRVM),Capital gains tax,,,,,Impôt sur les Revenus des Valeurs Mobilières (IRVM)//Capital gains tax,
Retenue à la source sur les intérêts et/ou dividendes,Withholding tax on payment of interest and/or dividends,,,,,Retenue à la source sur les intérêts et/ou dividendes//Withholding tax on payment of interest and/or dividends,
Retenue à la source sur les salaires des nationaux,Witholding tax on national salaries,,,,,Retenue à la source sur les salaires des nationaux//Witholding tax on national salaries,
Retenue à la source sur les salaires des expatriés,Witholding tax on expatriate salaries,,,,,Retenue à la source sur les salaires des expatriés//Witholding tax on expatriate salaries,
Retenue à la source sur les prestations de service par des entreprises non résidentes,Witholding tax on services of non-resident companies,,,,,Retenue à la source sur les prestations de service par des entreprises non résidentes//Witholding tax on services of non-resident companies,
Retenue à la source sur les loyers des immeubles,Witholding tax on rent,,,,,Retenue à la source sur les loyers des immeubles//Witholding tax on rent,
Déductibilité des frais financiers,Deductibility of expenses,,,,,Déductibilité des frais financiers//Deductibility of expenses,
Méthode d’évaluation de prix ,Method for evaluating price,,,,,Méthode d’évaluation de prix //Method for evaluating price,
Provision pour la reconstitution des gisements,Provisions for renewing reserves,,,,,Provision pour la reconstitution des gisements//Provisions for renewing reserves,
Crédit d'investissement,Investment credit,,,,,Crédit d'investissement//Investment credit,
Droits de douane en phase de recherche,Custom duties during exploration phase,,,,,Droits de douane en phase de recherche//Custom duties during exploration phase,
Droits de douane en phase de construction,Custom duties during construction phase,,,,,Droits de douane en phase de construction//Custom duties during construction phase,
Droits de douane en phase d'exploitation,Custum duties during operation phase,,,,,Droits de douane en phase d'exploitation//Custum duties during operation phase,
Droits de douane pour le matériel de traitement,Custom duties on processing equipment,,,,,Droits de douane pour le matériel de traitement//Custom duties on processing equipment,
Droits de douane pour le matériel de transformation,Custom duties on transformation equipment,,,,,Droits de douane pour le matériel de transformation//Custom duties on transformation equipment,
Droits de douane pour le matériel de transport,Custom duties on transportation equipment,,,,,Droits de douane pour le matériel de transport//Custom duties on transportation equipment,
TVA,VAT,,,,,TVA//VAT,
Droits fixes d'octroi et de renouvellement des permis,Fixed fee for grant and renewal of license ,,,,,Droits fixes d'octroi et de renouvellement des permis//Fixed fee for grant and renewal of license ,
Part patronale des cotisations de sécurité sociale,Social security contributions by employer,,,,,Part patronale des cotisations de sécurité sociale//Social security contributions by employer,
Redevances superficiaires,Surface fees,"The land rental bid is US$ 1.91 per hectare per year. The land rental bid payment is calculated by applying the land rental bid to all (and only) land that is used, either inside or outside of the concession area. Bargor & Bargor Enterprise shall first pay it prior to felling any trees and, after that, every year on the anniversary of the contract signing date. Bargor & Bargor Enterprise shall pay log stumpage, annual contract administration, area, coupe inspection, and forest product fees to the Government under Regulation 107-07, on Certain Forest Fees.","Arts. A4, B7.11-B7.14","6 (bottom), 26 (bottom)",,Redevances superficiaires//Surface fees,"The land rental bid is US$ 1.91 per hectare per year. The land rental bid payment is calculated by applying the land rental bid to all (and only) land that is used, either inside or outside of the concession area. Bargor & Bargor Enterprise shall first pay it prior to felling any trees and, after that, every year on the anniversary of the contract signing date. Bargor & Bargor Enterprise shall pay log stumpage, annual contract administration, area, coupe inspection, and forest product fees to the Government under Regulation 107-07, on Certain Forest Fees.--Arts. A4, B7.11-B7.14"
Obligations communautaires ou sous-nationales,Community and regional obligations,,,,,Obligations communautaires ou sous-nationales//Community and regional obligations,
Crédits de carbone,Carbon credits,,,,,Crédits de carbone//Carbon credits,
Primes,Bonuses,,,,,Primes//Bonuses,
Participation de l'Etat,State participation,,,,,Participation de l'Etat//State participation,
Exonérations non-précisées ailleurs,Other exemptions,,,,,Exonérations non-précisées ailleurs//Other exemptions,
Modes d'audit à l'égard des obligations financières du détenteur du titre,Audit mechanisms - financial obligations,,,,,Modes d'audit à l'égard des obligations financières du détenteur du titre//Audit mechanisms - financial obligations,
Restrictions sur les transactions avec les parties liées,Restrictions on transactions with affiliated parties,,,,,Restrictions sur les transactions avec les parties liées//Restrictions on transactions with affiliated parties,
Autre - [le nom de catégorie],Other - [Name of Category],,,,,Autre - [le nom de catégorie]//Other - [Name of Category],
4. Dispositions environnementales ,4. Environmental provisions,,,,,4. Dispositions environnementales //4. Environmental provisions,
"Etude d'impact social, environnemental ou des droits humains, et les plans de gestion des risques","Social, environmental and/or human rights impact assessments, as well as related management plans",The contract may be interrupted by the Forestry Development Authority to ensure consistency with the Environmental Impact Assessment and related documents ,Art. B8.6(a)(ii),31 (bottom),,"Etude d'impact social, environnemental ou des droits humains, et les plans de gestion des risques//Social, environmental and/or human rights impact assessments, as well as related management plans",The contract may be interrupted by the Forestry Development Authority to ensure consistency with the Environmental Impact Assessment and related documents --Art. B8.6(a)(ii)
Mode et fréquence de suivi des risques sociaux (y compris enfreinte aux droits de l'homme) ou environnementaux,"Social, environmental and/or human rights monitoring requirements",Bargor & Bargor Enterprise shall comply with all legal requirements concerning chain of custody for timber in Liberia. It shall neither transport nor process any log or timber product (__) outside the chain of custody system.,Art. 6.7,26 (middle),,"Mode et fréquence de suivi des risques sociaux (y compris enfreinte aux droits de l'homme) ou environnementaux//Social, environmental and/or human rights monitoring requirements",Bargor & Bargor Enterprise shall comply with all legal requirements concerning chain of custody for timber in Liberia. It shall neither transport nor process any log or timber product (__) outside the chain of custody system.--Art. 6.7
"Droit de prendre ou d'utiliser l'eau dans la zone de concession (ou à coté) (y compris les tarifs, licences, et permis)","Right to take and/or use water within/near contract concession area (including fees, licenses, and permits required)","Subject to the written approval of the Government, the Social Agreement (as called for under Regulation 105-07) and such conditions as the Government or Social Agreement may impose, Bargor & Bargor Enterprise may use free of charge any water found within the contract area and in the public domain within 5 kilometers of the contract area. However, Bargor & Bargor Enterprise may only use such water provided that it shall not deprive any lands, tribes, villages, towns, houses, or watering places for animals of a reasonable supply of water, and does not interfere with the rights of water enjoyed by persons under the Land and Native Right Ordinance. Bargor & Bargor Enterprise's use of water must in no way result in environmental damage or creates other hazards.",Art. B4.3,17 (middle),,"Droit de prendre ou d'utiliser l'eau dans la zone de concession (ou à coté) (y compris les tarifs, licences, et permis)//Right to take and/or use water within/near contract concession area (including fees, licenses, and permits required)","Subject to the written approval of the Government, the Social Agreement (as called for under Regulation 105-07) and such conditions as the Government or Social Agreement may impose, Bargor & Bargor Enterprise may use free of charge any water found within the contract area and in the public domain within 5 kilometers of the contract area. However, Bargor & Bargor Enterprise may only use such water provided that it shall not deprive any lands, tribes, villages, towns, houses, or watering places for animals of a reasonable supply of water, and does not interfere with the rights of water enjoyed by persons under the Land and Native Right Ordinance. Bargor & Bargor Enterprise's use of water must in no way result in environmental damage or creates other hazards.--Art. B4.3"
Les autres obligations pour la protection de l'environnement (y compris la prévention de la pollution et la protection des cours d'eau),Other requirements regarding protection of the environment (including prevention of pollution and watercourse protection),"Bargor & Bargor Enterprise shall conduct its operations in a manner that promotes sustainable development of forest resources and environmental protection. It shall conduct all operations and activities using only environmentally sound forest harvesting practices that conform to the Forest Management Guidelines, the Liberia Code of Forest Harvesting Practices, and internationally accepted, scientific principles and practices applicable to forest operations and timber processing. Bargor & Bargor Enterprise shall conduct all operations and activities so as to avoid waste and loss of natural resources and to protect natural resources from damage. It shall conduct all operations and activities so as to prevent pollution and contamination of the environment. Bargor & Bargor Enterprise shall harvest trees in a manner that avoids unnecessary damage and waste, and unnecessary damage to young growth and other trees. It shall identify in the annual operational plan areas requiring special measures for the protection of plants and animals, and protect these areas from damage or removal during operations. Bargor & Bargor Enterprise shall comply with all requirements for watercourse protection in the Liberia Code of Forest Harvesting Practices, and conduct all operations so as to reasonably minimize soil erosion, and prevent pollution of air, soil, and water.","Arts. B3.4, B6.3, B6.32, B6.34, B6.35, B6.36, B6.37, B6.38","14 (top), 23 (bottom)",,Les autres obligations pour la protection de l'environnement (y compris la prévention de la pollution et la protection des cours d'eau)//Other requirements regarding protection of the environment (including prevention of pollution and watercourse protection),"Bargor & Bargor Enterprise shall conduct its operations in a manner that promotes sustainable development of forest resources and environmental protection. It shall conduct all operations and activities using only environmentally sound forest harvesting practices that conform to the Forest Management Guidelines, the Liberia Code of Forest Harvesting Practices, and internationally accepted, scientific principles and practices applicable to forest operations and timber processing. Bargor & Bargor Enterprise shall conduct all operations and activities so as to avoid waste and loss of natural resources and to protect natural resources from damage. It shall conduct all operations and activities so as to prevent pollution and contamination of the environment. Bargor & Bargor Enterprise shall harvest trees in a manner that avoids unnecessary damage and waste, and unnecessary damage to young growth and other trees. It shall identify in the annual operational plan areas requiring special measures for the protection of plants and animals, and protect these areas from damage or removal during operations. Bargor & Bargor Enterprise shall comply with all requirements for watercourse protection in the Liberia Code of Forest Harvesting Practices, and conduct all operations so as to reasonably minimize soil erosion, and prevent pollution of air, soil, and water.--Arts. B3.4, B6.3, B6.32, B6.34, B6.35, B6.36, B6.37, B6.38"
5. Dispositions relatives aux opérations et à l’infrastructure,5. Operational provisions,,,,,5. Dispositions relatives aux opérations et à l’infrastructure//5. Operational provisions,
L'étude de faisabilité et le plan d'affaires,Feasibility studies and requirement of business plan,,,,,L'étude de faisabilité et le plan d'affaires//Feasibility studies and requirement of business plan,
"Obligations de travaux, d'investissements",Work and investment commitments,"Bargor & Bargor Enterprise shall submit to the Forestry Development Authority an annual operational plan describing the season's major activities, including logging, environmental protection measures, and other actions at least 60 days prior to the beginning of each annual operating season.",,,,"Obligations de travaux, d'investissements//Work and investment commitments","Bargor & Bargor Enterprise shall submit to the Forestry Development Authority an annual operational plan describing the season's major activities, including logging, environmental protection measures, and other actions at least 60 days prior to the beginning of each annual operating season."
Rétrocession,Transfer of risk,,,,,Rétrocession//Transfer of risk,
Construction et entretien d'infrastructure,Construction and maintenance of infrastructure,"Bargor & Bargor Enterprise is granted rights concerning construction of infrastructure by Section 18.8 of the National Forestry Reform Law of 2006, and shall comply with all laws governing construction, maintenance, and the use of improvements. Certain improvements require authorization from the Government. Bargor & Bargor Enterprise shall ensure that all infrastructure and works installed in relation to the contract comply with the Liberia Code of Forest Harvesting Practices.","Arts. B4.21, B4.22(a), (b) and (c), B6.18, B6.5","15 (bottom), 16 (top), 22 (bottom)",,Construction et entretien d'infrastructure//Construction and maintenance of infrastructure,"Bargor & Bargor Enterprise is granted rights concerning construction of infrastructure by Section 18.8 of the National Forestry Reform Law of 2006, and shall comply with all laws governing construction, maintenance, and the use of improvements. Certain improvements require authorization from the Government. Bargor & Bargor Enterprise shall ensure that all infrastructure and works installed in relation to the contract comply with the Liberia Code of Forest Harvesting Practices.--Arts. B4.21, B4.22(a), (b) and (c), B6.18, B6.5"
Commercialisation et accès gouvernemental à la production ,Marketing of output and state access to output,,,,,Commercialisation et accès gouvernemental à la production //Marketing of output and state access to output,
Utilisation d’infrastructure par les tiers,Third party use of infrastructure,"Bargor & Bargor Enterprise shall allow the Government and public to use, free of charge, any roads constructed, provided the use does not interfere with operations. Bargor & Bargor Enterprise shall allow the Government and public to use communication lines that it develops, subject to fair compensation and provided the use does not interfere with operations.",Art. B4.23(a) and (c) ,16 (bottom),,Utilisation d’infrastructure par les tiers//Third party use of infrastructure,"Bargor & Bargor Enterprise shall allow the Government and public to use, free of charge, any roads constructed, provided the use does not interfere with operations. Bargor & Bargor Enterprise shall allow the Government and public to use communication lines that it develops, subject to fair compensation and provided the use does not interfere with operations.--Art. B4.23(a) and (c) "
Financement d’infrastructure,Financing of infrastructure,,,,,Financement d’infrastructure//Financing of infrastructure,
Propriété d’infrastructure,Ownership of infrastructure,All infrastructure shall revert to the Government upon termination of the contract and shall be left in safe running order,Art. B4.24,17 (top),,Propriété d’infrastructure//Ownership of infrastructure,All infrastructure shall revert to the Government upon termination of the contract and shall be left in safe running order--Art. B4.24
Modes d'audit à l'égard des dispositions opérationnelles,Audit mechanisms - operational obligations,,,,,Modes d'audit à l'égard des dispositions opérationnelles//Audit mechanisms - operational obligations,
Activité de beneficiation/ valeur ajoutée,Value addition/downstream activities,,,,,Activité de beneficiation/ valeur ajoutée//Value addition/downstream activities,
